U,WallDistance,nut
0.313137,0.036295,0.000666
0.294981,0.022886,0.000375
0.254887,0.010579,0.000136
0.000000,0.000000,0.000000
0.100221,0.009983,0.000276
0.000000,0.000000,0.000000
0.100046,0.021936,0.000714
0.091842,0.035801,0.001319
0.077203,0.055269,0.002014
0.055262,0.081677,0.002704
0.025684,0.117118,0.003296
0.032915,0.164500,0.003705
0.093303,0.227749,0.003849
0.167332,0.263651,0.003656
0.237204,0.227268,0.003186
0.288061,0.164078,0.002601
0.318529,0.116775,0.001992
0.333322,0.081421,0.001428
0.335532,0.055096,0.000981
0.327188,0.035698,0.000646
0.308039,0.021886,0.000364
0.267183,0.009965,0.000133
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.095190,0.009225,0.000286
0.092270,0.020708,0.000725
0.082244,0.035053,0.001326
0.066468,0.054784,0.002008
0.043662,0.081342,0.002673
0.017095,0.116876,0.003229
0.046245,0.164318,0.003598
0.109822,0.227609,0.003710
0.185489,0.263553,0.003518
0.256028,0.227175,0.003080
0.306899,0.163936,0.002525
0.337292,0.116565,0.001935
0.352036,0.081109,0.001390
0.354107,0.054626,0.000959
0.345482,0.034959,0.000635
0.326119,0.020662,0.000361
0.285138,0.009209,0.000134
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.090372,0.009981,0.000290
0.084169,0.021931,0.000729
0.071643,0.035793,0.001319
0.054237,0.055257,0.001975
0.030700,0.081659,0.002604
0.018515,0.117093,0.003120
0.062012,0.164469,0.003451
0.126630,0.227713,0.003543
0.202482,0.263648,0.003366
0.273280,0.227297,0.002974
0.324653,0.164101,0.002461
0.355694,0.116791,0.001898
0.371096,0.081431,0.001369
0.373610,0.055101,0.000949
0.364992,0.035699,0.000634
0.345412,0.021885,0.000365
0.303312,0.009964,0.000138
0.000000,0.000000,0.000000
0.061123,0.036401,0.001291
0.042842,0.055652,0.001918
0.020029,0.081929,0.002512
0.027597,0.117285,0.002993
0.075198,0.164607,0.003295
0.139926,0.227813,0.003377
0.215583,0.263727,0.003228
0.286737,0.227388,0.002887
0.338954,0.164228,0.002417
0.371000,0.116971,0.001879
0.387410,0.081689,0.001363
0.390702,0.055484,0.000949
0.382256,0.036298,0.000637
0.361976,0.022884,0.000372
0.317945,0.010578,0.000143
0.000000,0.000000,0.000000
0.051450,0.036008,0.001253
0.033302,0.055411,0.001855
0.014153,0.081779,0.002420
0.036240,0.117190,0.002871
0.084775,0.164548,0.003151
0.149252,0.227774,0.003230
0.224801,0.263678,0.003114
0.296517,0.227313,0.002823
0.349693,0.164134,0.002390
0.382783,0.116844,0.001874
0.400249,0.081509,0.001367
0.404470,0.055219,0.000954
0.396468,0.035887,0.000641
0.375590,0.022219,0.000379
0.329981,0.010159,0.000148
0.000000,0.000000,0.000000
0.043496,0.035571,0.001218
0.026091,0.055150,0.001800
0.013988,0.081623,0.002339
0.042978,0.117099,0.002763
0.091555,0.164496,0.003021
0.155746,0.227744,0.003102
0.231355,0.263624,0.003019
0.303739,0.227221,0.002774
0.357843,0.164021,0.002374
0.391885,0.116697,0.001875
0.410324,0.081305,0.001374
0.415496,0.054919,0.000961
0.408174,0.035422,0.000646
0.387150,0.021451,0.000381
0.340228,0.009676,0.000150
0.000000,0.000000,0.000000
0.037592,0.035290,0.001192
0.021375,0.055002,0.001756
0.016739,0.081552,0.002270
0.047950,0.117074,0.002666
0.096343,0.164496,0.002904
0.160336,0.227755,0.002991
0.236116,0.263591,0.002942
0.309155,0.227140,0.002737
0.364072,0.163933,0.002364
0.398924,0.116588,0.001878
0.418194,0.081159,0.001383
0.424221,0.054709,0.000968
0.417657,0.035096,0.000651
0.396886,0.020899,0.000382
0.349126,0.009325,0.000150
0.000000,0.000000,0.000000
0.033784,0.035142,0.001176
0.019153,0.054953,0.001722
0.019934,0.081560,0.002210
0.051635,0.117113,0.002577
0.099853,0.164547,0.002800
0.163734,0.227804,0.002897
0.239703,0.263574,0.002881
0.313300,0.227065,0.002709
0.368877,0.163860,0.002357
0.404387,0.116507,0.001884
0.424330,0.081058,0.001393
0.431079,0.054567,0.000976
0.425225,0.034877,0.000655
0.404907,0.020525,0.000384
0.356861,0.009085,0.000151
0.000000,0.000000,0.000000
0.032161,0.035108,0.001170
0.019332,0.054996,0.001696
0.023132,0.081642,0.002155
0.054633,0.117211,0.002495
0.102670,0.164645,0.002708
0.166425,0.227890,0.002819
0.242511,0.263570,0.002832
0.316526,0.226989,0.002687
0.372615,0.163796,0.002353
0.408642,0.116444,0.001889
0.429121,0.080985,0.001401
0.436456,0.054470,0.000984
0.431218,0.034731,0.000660
0.411404,0.020272,0.000385
0.363423,0.008922,0.000152
0.000000,0.000000,0.000000
0.032879,0.035191,0.001175
0.021813,0.055136,0.001676
0.026773,0.081802,0.002103
0.057518,0.117369,0.002419
0.105204,0.164788,0.002629
0.168704,0.228008,0.002756
0.244777,0.263576,0.002793
0.319066,0.226910,0.002670
0.375542,0.163735,0.002350
0.411974,0.116392,0.001894
0.432869,0.080931,0.001409
0.440675,0.054403,0.000991
0.435947,0.034632,0.000664
0.416610,0.020103,0.000387
0.368871,0.008812,0.000153
0.000000,0.000000,0.000000
0.036211,0.035421,0.001186
0.026508,0.055388,0.001656
0.031348,0.082044,0.002053
0.060674,0.117586,0.002354
0.107667,0.164974,0.002565
0.170715,0.228155,0.002707
0.246638,0.263590,0.002763
0.321085,0.226827,0.002656
0.377848,0.163677,0.002347
0.414591,0.116346,0.001898
0.435814,0.080889,0.001416
0.443998,0.054355,0.000997
0.439682,0.034565,0.000668
0.420772,0.019989,0.000389
0.373366,0.008738,0.000154
0.000000,0.000000,0.000000
0.042244,0.035854,0.001195
0.033107,0.055769,0.001635
0.036898,0.082367,0.002009
0.064172,0.117856,0.002300
0.110086,0.165192,0.002515
0.172497,0.228323,0.002668
0.248173,0.263610,0.002739
0.322692,0.226741,0.002645
0.379666,0.163619,0.002346
0.416648,0.116304,0.001901
0.438127,0.080853,0.001422
0.446615,0.054318,0.001002
0.442636,0.034516,0.000671
0.424068,0.019905,0.000391
0.377000,0.008683,0.000155
0.000000,0.000000,0.000000
0.050578,0.036476,0.001194
0.040780,0.056241,0.001618
0.042914,0.082736,0.001976
0.067811,0.118148,0.002260
0.112390,0.165423,0.002477
0.174060,0.228498,0.002638
0.249441,0.263631,0.002719
0.323981,0.226654,0.002636
0.381111,0.163562,0.002344
0.418278,0.116263,0.001905
0.439960,0.080819,0.001427
0.448695,0.054282,0.001007
0.444989,0.034469,0.000674
0.426670,0.019827,0.000393
0.379895,0.008619,0.000156
0.000000,0.000000,0.000000
0.073901,0.025122,0.000781
0.060170,0.038561,0.001215
0.048732,0.057643,0.001615
0.048893,0.083721,0.001956
0.071408,0.118863,0.002232
0.114558,0.165948,0.002449
0.175455,0.228882,0.002614
0.250526,0.263742,0.002703
0.325066,0.226575,0.002629
0.382321,0.163511,0.002343
0.419641,0.116230,0.001907
0.441498,0.080794,0.001432
0.450437,0.054259,0.001011
0.446958,0.034442,0.000677
0.428816,0.019784,0.000394
0.382422,0.008580,0.000156
0.000000,0.000000,0.000000
0.081733,0.032443,0.000924
0.067534,0.043938,0.001285
0.055894,0.061437,0.001635
0.054803,0.086412,0.001947
0.075157,0.120793,0.002209
0.116780,0.167346,0.002423
0.176833,0.229897,0.002592
0.251572,0.264129,0.002688
0.326105,0.226513,0.002622
0.383487,0.163476,0.002342
0.420960,0.116213,0.001910
0.442985,0.080790,0.001436
0.452116,0.054266,0.001015
0.448852,0.034460,0.000680
0.430871,0.019823,0.000396
0.384991,0.008617,0.000158
0.000000,0.000000,0.000000
0.083495,0.043393,0.001117
0.072303,0.053390,0.001393
0.062013,0.068833,0.001677
0.060823,0.091899,0.001947
0.079415,0.124815,0.002190
0.119340,0.170288,0.002397
0.178379,0.232048,0.002567
0.252728,0.265011,0.002671
0.327268,0.226470,0.002614
0.384808,0.163456,0.002341
0.422466,0.116208,0.001913
0.444685,0.080797,0.001440
0.454036,0.054287,0.001019
0.451024,0.034500,0.000683
0.433273,0.019898,0.000398
0.387913,0.008680,0.000160
0.000000,0.000000,0.000000
0.091282,0.053473,0.001157
0.083817,0.058630,0.001323
0.074662,0.067283,0.001518
0.066534,0.080816,0.001733
0.066564,0.101467,0.001956
0.084159,0.132089,0.002171
0.122335,0.175720,0.002366
0.180169,0.236071,0.002537
0.254055,0.266704,0.002651
0.328623,0.226447,0.002604
0.386370,0.163447,0.002339
0.424266,0.116210,0.001916
0.446723,0.080811,0.001446
0.456344,0.054312,0.001024
0.453649,0.034543,0.000686
0.436235,0.019979,0.000400
0.391464,0.008735,0.000162
0.000000,0.000000,0.000000
0.088840,0.073436,0.001276
0.084091,0.075641,0.001387
0.078979,0.079458,0.001496
0.073050,0.086398,0.001629
0.068589,0.098064,0.001786
0.071310,0.116316,0.001962
0.088947,0.144045,0.002147
0.125610,0.184938,0.002327
0.182151,0.243036,0.002499
0.255539,0.269685,0.002626
0.330176,0.226446,0.002593
0.388189,0.163453,0.002338
0.426383,0.116225,0.001921
0.449130,0.080836,0.001453
0.459079,0.054352,0.001031
0.456774,0.034606,0.000691
0.439802,0.020091,0.000404
0.395823,0.008809,0.000164
0.000000,0.000000,0.000000
0.076368,0.102334,0.001441
0.073717,0.103942,0.001515
0.071190,0.106793,0.001589
0.068795,0.112113,0.001683
0.068489,0.121643,0.001800
0.074620,0.137591,0.001941
0.093165,0.162299,0.002099
0.128783,0.199587,0.002269
0.184151,0.254421,0.002449
0.257109,0.274634,0.002594
0.331903,0.226466,0.002579
0.390267,0.163477,0.002336
0.428836,0.116257,0.001926
0.451942,0.080879,0.001462
0.462285,0.054414,0.001040
0.460458,0.034703,0.000697
0.444046,0.020260,0.000408
0.401106,0.008918,0.000167
0.000000,0.000000,0.000000
0.063023,0.138192,0.001463
0.062499,0.139398,0.001516
0.062415,0.141559,0.001571
0.063323,0.145645,0.001644
0.066880,0.153152,0.001739
0.076287,0.166439,0.001862
0.096126,0.188124,0.002010
0.131245,0.221606,0.002184
0.185812,0.272144,0.002384
0.258594,0.282471,0.002554
0.333721,0.226507,0.002560
0.392563,0.163521,0.002333
0.431605,0.116310,0.001934
0.455151,0.080949,0.001474
0.465971,0.054511,0.001052
0.464726,0.034851,0.000706
0.449017,0.020514,0.000413
0.407454,0.009082,0.000171
0.000000,0.000000,0.000000
0.050919,0.182539,0.001369
0.052313,0.183463,0.001409
0.054287,0.185125,0.001453
0.057811,0.188284,0.001515
0.064276,0.194173,0.001602
0.076130,0.204782,0.001721
0.097129,0.223123,0.001875
0.132209,0.252789,0.002069
0.186574,0.298543,0.002300
0.259672,0.294377,0.002504
0.335441,0.226571,0.002537
0.394951,0.163589,0.002329
0.434602,0.116391,0.001943
0.458692,0.081055,0.001490
0.470079,0.054661,0.001067
0.469544,0.035076,0.000717
0.454725,0.020892,0.000421
0.414971,0.009324,0.000177
0.000000,0.000000,0.000000
0.041898,0.237303,0.001228
0.646174,0.004561,0.000168
0.646596,0.004542,0.000168
0.047263,0.000182,0.000019
0.000000,0.000000,0.000005
0.646118,0.004573,0.000168
0.643209,0.006561,0.000299
0.643189,0.006575,0.000301
0.684349,0.003393,0.000274
0.684256,0.003416,0.000274
0.703676,0.000093,0.000325
0.704660,0.000000,0.000332
0.521496,0.015367,0.000159
0.522416,0.015363,0.000159
0.583112,0.016886,0.000255
0.582943,0.016915,0.000257
0.520554,0.015278,0.000158
0.408472,0.012641,0.000182
0.408105,0.012708,0.000183
0.348026,0.003415,0.000050
0.348780,0.003438,0.000051
0.021995,0.000105,0.000001
0.000000,0.000000,0.000000
0.656461,0.003788,0.000402
0.604062,0.012609,0.000422
0.664939,0.003278,0.000252
0.614790,0.013624,0.000332
0.655614,0.000000,0.000375
0.664598,0.000000,0.000257
0.615249,0.013541,0.000331
0.583653,0.016797,0.000257
0.000000,0.000000,0.000000
0.700111,0.002166,0.000181
0.365881,0.000000,0.000020
0.726307,0.000000,0.000111
0.678270,0.002923,0.000192
0.705741,0.000000,0.000195
0.643275,0.006450,0.000189
0.608578,0.009925,0.000100
0.668012,0.000000,0.000123
0.335869,0.000000,0.000025
0.449163,0.006167,0.000065
0.000000,0.000000,0.000000
0.050608,0.180955,0.001002
0.048660,0.180870,0.000977
0.034686,0.235917,0.001176
0.034226,0.235849,0.001152
0.051863,0.181090,0.001014
0.034877,0.236027,0.001169
0.052400,0.181089,0.001023
0.034643,0.236036,0.001148
0.052443,0.181082,0.001037
0.034069,0.236044,0.001127
0.046403,0.180974,0.000937
0.033599,0.235929,0.001091
0.052133,0.181113,0.001059
0.051537,0.181183,0.001089
0.050754,0.181293,0.001126
0.049951,0.181442,0.001169
0.033442,0.236084,0.001110
0.032948,0.236158,0.001100
0.032817,0.236264,0.001101
0.033279,0.236399,0.001111
0.034492,0.236561,0.001131
0.019053,0.303621,0.001283
0.021645,0.303684,0.001174
0.017388,0.303677,0.001335
0.044076,0.181027,0.000880
0.032644,0.235973,0.000995
0.073900,0.254870,0.001545
0.060809,0.246401,0.001428
0.095529,0.269854,0.001708
0.130815,0.295558,0.001926
0.185689,0.327221,0.002196
0.259838,0.302681,0.002440
0.336718,0.226659,0.002507
0.397165,0.163686,0.002324
0.437609,0.116511,0.001954
0.462368,0.081214,0.001510
0.474430,0.054885,0.001088
0.474749,0.035415,0.000732
0.461070,0.021447,0.000432
0.423666,0.009675,0.000184
0.000000,0.000000,0.000000
0.044560,0.238022,0.001258
0.047796,0.239314,0.001294
0.052807,0.241775,0.001348
0.016587,0.303767,0.001336
0.016385,0.303782,0.001306
0.016477,0.303798,0.001261
0.017076,0.303842,0.001214
0.018353,0.303914,0.001170
0.020349,0.304011,0.001135
0.023003,0.304132,0.001111
0.026178,0.304272,0.001101
0.029699,0.304426,0.001102
0.033376,0.304584,0.001113
0.036792,0.304878,0.001128
0.039766,0.305444,0.001145
0.056611,0.312034,0.001266
0.048498,0.308389,0.001204
0.069604,0.318776,0.001367
0.090976,0.330912,0.001526
0.126315,0.352341,0.001760
0.182303,0.355524,0.002069
0.258361,0.303903,0.002361
0.336934,0.226759,0.002468
0.398658,0.163799,0.002316
0.440130,0.116654,0.001968
0.465706,0.081407,0.001536
0.478555,0.055159,0.001115
0.479880,0.035825,0.000754
0.467666,0.022102,0.000447
0.433254,0.010091,0.000195
0.000000,0.000000,0.000000
0.043260,0.306458,0.001167
0.037926,0.388679,0.001126
0.040975,0.389481,0.001126
0.045535,0.391005,0.001132
0.034569,0.387208,0.001163
0.021982,0.387159,0.001309
0.013333,0.387204,0.001410
0.007217,0.387278,0.001453
0.004507,0.387295,0.001451
0.006955,0.387316,0.001420
0.010715,0.387359,0.001373
0.014491,0.387425,0.001320
0.018198,0.387512,0.001268
0.021845,0.387617,0.001223
0.025431,0.387735,0.001186
0.074450,0.490168,0.001106
0.056827,0.490129,0.001233
0.044498,0.490165,0.001352
0.036605,0.490226,0.001434
0.031530,0.490243,0.001478
0.028504,0.490264,0.001490
0.027140,0.490303,0.001479
0.027075,0.490361,0.001453
0.027937,0.490435,0.001416
0.029392,0.490523,0.001375
0.031204,0.490621,0.001333
0.108404,0.562906,0.001066
0.090229,0.562873,0.001157
0.075895,0.562897,0.001260
0.065868,0.562934,0.001347
0.058840,0.562924,0.001411
0.053775,0.562908,0.001452
0.050087,0.562899,0.001471
0.047511,0.562895,0.001474
0.045873,0.562895,0.001462
0.044998,0.562899,0.001439
0.044695,0.562905,0.001409
0.127516,0.549457,0.001062
0.111005,0.549425,0.001128
0.097045,0.549442,0.001212
0.086712,0.549464,0.001289
0.079130,0.549430,0.001350
0.073461,0.549380,0.001391
0.069120,0.549328,0.001415
0.065734,0.549272,0.001424
0.063085,0.549212,0.001422
0.061098,0.549148,0.001408
0.059674,0.549081,0.001387
0.141436,0.493467,0.001081
0.127229,0.493431,0.001123
0.114336,0.493452,0.001188
0.104184,0.493482,0.001251
0.096294,0.493450,0.001301
0.090065,0.493405,0.001335
0.085054,0.493359,0.001353
0.080993,0.493312,0.001358
0.077675,0.493263,0.001352
0.074971,0.493211,0.001338
0.072821,0.493158,0.001316
0.151419,0.442618,0.001118
0.140042,0.442578,0.001134
0.128921,0.442604,0.001173
0.119592,0.442640,0.001214
0.111910,0.442610,0.001245
0.105530,0.442567,0.001262
0.100184,0.442526,0.001265
0.095699,0.442485,0.001256
0.091947,0.442445,0.001239
0.088806,0.442403,0.001215
0.086188,0.442360,0.001187
0.158257,0.396438,0.001164
0.149816,0.396392,0.001148
0.140808,0.396423,0.001151
0.132699,0.396466,0.001159
0.125604,0.396438,0.001159
0.119419,0.396396,0.001148
0.114051,0.396357,0.001127
0.109438,0.396321,0.001098
0.105519,0.396287,0.001066
0.102224,0.396252,0.001032
0.099469,0.396217,0.000999
0.162693,0.354496,0.001189
0.157062,0.354446,0.001132
0.150295,0.354480,0.001086
0.143685,0.354531,0.001049
0.137532,0.354503,0.001010
0.131933,0.354461,0.000971
0.126963,0.354424,0.000931
0.122657,0.354391,0.000894
0.119015,0.354361,0.000863
0.116009,0.354331,0.000837
0.113592,0.354302,0.000818
0.165516,0.316405,0.001139
0.162528,0.316348,0.001033
0.158118,0.316388,0.000939
0.153369,0.316446,0.000867
0.148698,0.316418,0.000814
0.144369,0.316374,0.000778
0.140577,0.316338,0.000757
0.137418,0.316307,0.000751
0.134926,0.316279,0.000757
0.133084,0.316253,0.000772
0.131854,0.316228,0.000794
0.167621,0.281810,0.000965
0.167383,0.281746,0.000837
0.165891,0.281791,0.000743
0.163964,0.281858,0.000701
0.162003,0.281828,0.000698
0.160283,0.281783,0.000723
0.158994,0.281745,0.000767
0.158205,0.281715,0.000823
0.157931,0.281689,0.000885
0.158169,0.281666,0.000951
0.158877,0.281643,0.001017
0.170666,0.250391,0.000726
0.174366,0.250319,0.000665
0.177627,0.250370,0.000670
0.180452,0.250446,0.000729
0.182873,0.250414,0.000817
0.185033,0.250365,0.000918
0.187105,0.250326,0.001023
0.189191,0.250296,0.001125
0.191391,0.250271,0.001223
0.193722,0.250249,0.001313
0.196058,0.250228,0.001395
0.170400,0.221887,0.000616
0.179334,0.221857,0.000631
0.189661,0.221775,0.000716
0.199916,0.221833,0.000854
0.208598,0.221920,0.001005
0.215601,0.221885,0.001152
0.221270,0.221832,0.001287
0.226042,0.221790,0.001410
0.230233,0.221759,0.001520
0.234000,0.221734,0.001618
0.237318,0.221712,0.001703
0.240138,0.221693,0.001775
0.185730,0.195978,0.000679
0.201888,0.195943,0.000824
0.219995,0.195851,0.001020
0.236631,0.195917,0.001222
0.249513,0.196016,0.001398
0.259224,0.195977,0.001547
0.266689,0.195918,0.001674
0.272672,0.195873,0.001783
0.277552,0.195840,0.001877
0.281460,0.195814,0.001957
0.284512,0.195792,0.002024
0.286900,0.195774,0.002079
0.220641,0.172452,0.001008
0.242941,0.172412,0.001205
0.265851,0.172307,0.001417
0.285264,0.172382,0.001610
0.299352,0.172495,0.001762
0.309532,0.172452,0.001886
0.317049,0.172385,0.001988
0.322697,0.172335,0.002073
0.326854,0.172299,0.002144
0.329831,0.172272,0.002202
0.331950,0.172250,0.002249
0.333472,0.172232,0.002287
0.274471,0.151091,0.001408
0.298697,0.151045,0.001587
0.321961,0.150924,0.001765
0.340562,0.151010,0.001918
0.353397,0.151140,0.002035
0.362237,0.151091,0.002127
0.368314,0.151016,0.002201
0.372409,0.150960,0.002261
0.375052,0.150920,0.002310
0.376674,0.150891,0.002348
0.377601,0.150868,0.002379
0.378069,0.150849,0.002404
0.339978,0.131698,0.001737
0.362319,0.131645,0.001877
0.382549,0.131507,0.002010
0.397764,0.131605,0.002120
0.407563,0.131754,0.002203
0.413729,0.131699,0.002266
0.417443,0.131613,0.002315
0.419500,0.131550,0.002354
0.420420,0.131505,0.002383
0.420569,0.131473,0.002406
0.420225,0.131448,0.002424
0.419584,0.131429,0.002437
0.409999,0.114097,0.001954
0.427717,0.114035,0.002055
0.442657,0.113875,0.002147
0.452941,0.113989,0.002220
0.458763,0.114161,0.002273
0.461731,0.114097,0.002312
0.462878,0.113999,0.002340
0.462842,0.113926,0.002362
0.462019,0.113876,0.002377
0.460691,0.113839,0.002387
0.459084,0.113813,0.002394
0.457352,0.113792,0.002398
0.478459,0.098126,0.002059
0.490138,0.098054,0.002127
0.498862,0.097868,0.002185
0.503776,0.098000,0.002228
0.505495,0.098200,0.002258
0.505287,0.098126,0.002277
0.503916,0.098012,0.002290
0.501838,0.097928,0.002297
0.499326,0.097870,0.002300
0.496581,0.097829,0.002301
0.493768,0.097799,0.002299
0.490999,0.097777,0.002296
0.541894,0.083641,0.002066
0.547298,0.083557,0.002108
0.549820,0.083337,0.002140
0.549479,0.083493,0.002160
0.547226,0.083728,0.002171
0.543967,0.083641,0.002175
0.540193,0.083507,0.002175
0.536179,0.083409,0.002171
0.532076,0.083341,0.002165
0.528002,0.083294,0.002158
0.524065,0.083260,0.002149
0.520334,0.083235,0.002140
0.599337,0.070514,0.001992
0.598530,0.070414,0.002014
0.595032,0.070153,0.002026
0.589673,0.070337,0.002027
0.583672,0.070617,0.002023
0.577548,0.070513,0.002015
0.571530,0.070354,0.002005
0.565716,0.070238,0.001992
0.560142,0.070158,0.001980
0.554843,0.070102,0.001966
0.549874,0.070063,0.001954
0.545262,0.070035,0.001941
0.650169,0.058633,0.001850
0.643372,0.058511,0.001858
0.634176,0.058196,0.001853
0.624141,0.058418,0.001840
0.614676,0.058755,0.001824
0.605912,0.058630,0.001807
0.597823,0.058439,0.001789
0.590355,0.058299,0.001771
0.583431,0.058203,0.001754
0.577012,0.058136,0.001738
0.571102,0.058090,0.001722
0.565690,0.058057,0.001708
0.693872,0.047901,0.001651
0.681446,0.047751,0.001648
0.666993,0.047364,0.001632
0.652686,0.047636,0.001608
0.640071,0.048051,0.001585
0.628897,0.047898,0.001562
0.618912,0.047663,0.001540
0.609928,0.047491,0.001519
0.601765,0.047373,0.001500
0.594320,0.047291,0.001483
0.587550,0.047235,0.001467
0.581406,0.047196,0.001452
0.729857,0.038249,0.001405
0.712285,0.038059,0.001395
0.693103,0.037571,0.001372
0.674959,0.037914,0.001344
0.659489,0.038436,0.001317
0.646115,0.038243,0.001292
0.634394,0.037949,0.001270
0.624012,0.037732,0.001250
0.614707,0.037583,0.001232
0.606315,0.037480,0.001215
0.598754,0.037409,0.001201
0.591940,0.037360,0.001188
0.757075,0.029640,0.001126
0.734993,0.029393,0.001115
0.711696,0.028755,0.001091
0.690142,0.029200,0.001062
0.672070,0.029883,0.001036
0.656674,0.029633,0.001014
0.643348,0.029250,0.000995
0.631665,0.028967,0.000977
0.621299,0.028771,0.000962
0.612034,0.028636,0.000948
0.603751,0.028543,0.000936
0.596335,0.028479,0.000926
0.773231,0.022115,0.000834
0.747576,0.021778,0.000825
0.720925,0.020902,0.000803
0.696354,0.021506,0.000778
0.675876,0.022441,0.000757
0.658606,0.022104,0.000739
0.643774,0.021584,0.000724
0.630869,0.021196,0.000710
0.619535,0.020926,0.000698
0.609494,0.020737,0.000688
0.600586,0.020607,0.000679
0.592666,0.020519,0.000671
0.772913,0.015895,0.000549
0.745262,0.015409,0.000541
0.716222,0.014129,0.000522
0.688835,0.014985,0.000501
0.665996,0.016349,0.000484
0.646949,0.015877,0.000470
0.630632,0.015140,0.000458
0.616553,0.014575,0.000447
0.604389,0.014172,0.000438
0.593744,0.013887,0.000430
0.584391,0.013688,0.000424
0.576162,0.013550,0.000418
0.744276,0.007929,0.000292
0.716577,0.007648,0.000282
0.686501,0.006893,0.000268
0.656633,0.007394,0.000251
0.630946,0.008196,0.000235
0.609475,0.007917,0.000223
0.590947,0.007481,0.000214
0.574993,0.007142,0.000206
0.561483,0.006898,0.000199
0.549876,0.006724,0.000194
0.539864,0.006601,0.000190
0.531238,0.006517,0.000186
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.097191,0.396182,0.000967
0.111700,0.354273,0.000804
0.095323,0.396148,0.000935
0.110259,0.354245,0.000795
0.109288,0.354214,0.000790
0.093941,0.396112,0.000907
0.108650,0.354184,0.000788
0.092934,0.396077,0.000882
0.108133,0.354160,0.000791
0.091951,0.396049,0.000853
0.107833,0.354141,0.000806
0.090903,0.396026,0.000819
0.131176,0.316203,0.000821
0.130930,0.316180,0.000850
0.130961,0.316153,0.000878
0.131159,0.316126,0.000905
0.131605,0.316106,0.000942
0.132619,0.316089,0.000999
0.159907,0.281622,0.001080
0.161101,0.281602,0.001137
0.162221,0.281578,0.001185
0.163252,0.281553,0.001227
0.164567,0.281536,0.001278
0.166604,0.281521,0.001349
0.198248,0.250209,0.001466
0.200259,0.250192,0.001526
0.201914,0.250169,0.001574
0.203296,0.250147,0.001614
0.204915,0.250132,0.001661
0.207192,0.250120,0.001723
0.242507,0.221676,0.001835
0.244529,0.221660,0.001885
0.246108,0.221639,0.001923
0.247382,0.221618,0.001955
0.248821,0.221606,0.001991
0.250756,0.221596,0.002039
0.288798,0.195758,0.002124
0.290335,0.195744,0.002160
0.291493,0.195724,0.002188
0.292406,0.195704,0.002211
0.293412,0.195694,0.002237
0.294704,0.195687,0.002269
0.334576,0.172216,0.002318
0.335392,0.172204,0.002343
0.335961,0.172185,0.002362
0.336391,0.172165,0.002376
0.336843,0.172157,0.002392
0.337353,0.172153,0.002412
0.378247,0.150834,0.002423
0.378239,0.150823,0.002438
0.378149,0.150804,0.002448
0.378049,0.150785,0.002456
0.377900,0.150780,0.002464
0.377577,0.150779,0.002473
0.418801,0.131414,0.002447
0.417947,0.131404,0.002453
0.417186,0.131385,0.002457
0.416550,0.131367,0.002460
0.415793,0.131365,0.002461
0.414641,0.131368,0.002461
0.453950,0.113768,0.002400
0.455627,0.113777,0.002400
0.452538,0.113749,0.002399
0.451381,0.113731,0.002397
0.450037,0.113732,0.002393
0.448088,0.113740,0.002386
0.485926,0.097753,0.002287
0.488384,0.097761,0.002291
0.483900,0.097734,0.002282
0.482253,0.097715,0.002276
0.480355,0.097720,0.002269
0.477657,0.097733,0.002257
0.513715,0.083211,0.002123
0.516896,0.083218,0.002132
0.511121,0.083191,0.002116
0.509019,0.083173,0.002108
0.506605,0.083182,0.002098
0.503211,0.083201,0.002083
0.537229,0.070010,0.001919
0.541073,0.070016,0.001929
0.534115,0.069989,0.001910
0.531593,0.069970,0.001901
0.528702,0.069984,0.001889
0.524663,0.070011,0.001873
0.556367,0.058030,0.001683
0.560816,0.058036,0.001695
0.552780,0.058007,0.001674
0.549875,0.057987,0.001665
0.546537,0.058007,0.001653
0.541900,0.058044,0.001636
0.570910,0.047166,0.001428
0.575909,0.047171,0.001440
0.566897,0.047139,0.001420
0.563641,0.047117,0.001411
0.559885,0.047145,0.001401
0.580381,0.037325,0.001167
0.585877,0.037330,0.001177
0.575992,0.037293,0.001160
0.572420,0.037267,0.001153
0.568272,0.037305,0.001144
0.583841,0.028435,0.000909
0.589768,0.028441,0.000917
0.579148,0.028395,0.000903
0.575314,0.028362,0.000898
0.570822,0.028415,0.000891
0.579439,0.020459,0.000659
0.585690,0.020466,0.000665
0.574547,0.020404,0.000655
0.570557,0.020360,0.000651
0.565852,0.020436,0.000645
0.562639,0.013459,0.000410
0.569006,0.013469,0.000413
0.557822,0.013374,0.000406
0.554107,0.013305,0.000402
0.549608,0.013426,0.000399
0.517680,0.006468,0.000182
0.523884,0.006468,0.000184
0.512419,0.006376,0.000177
0.508120,0.006318,0.000173
0.503834,0.006426,0.000173
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
