U:0,U:1,U:2,nWall:0,nWall:1,nWall:2,nut,yWall,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
0.00371486,0.0498812,-0.0363717,0,-1,0,0.00021047,0.13741,0.638003,1.35441,0.8128,0,0,1
0.00882693,0.0702533,-0.051275,0,-1,0,0.000223187,0.137682,0.621724,1.35469,0.8128,1,0,1
0.0111149,0.0661002,-0.0434638,0,-1,0,0.000280357,0.18195,0.638077,1.3985,0.8128,2,0,1
0.0141752,0.0805668,-0.0533584,0,-1,0,0.000297881,0.18217,0.621832,1.39873,0.8128,3,0,1
-0.00284764,0.0309161,-0.0209291,0,-1,0,0.000206177,0.137161,0.657348,1.35415,0.8128,4,0,1
0.00623166,0.049497,-0.030878,0,-1,0,0.000274055,0.181741,0.65739,1.39828,0.8128,5,0,1
-0.00825332,0.0181403,-0.00843045,0,-1,0,0.000213498,0.136956,0.680317,1.35393,0.8128,6,0,1
0.00073617,0.0343791,-0.0177882,0,-1,0,0.000274334,0.181561,0.680332,1.39809,0.8128,7,0,1
-0.0115553,0.0119863,-0.000961151,0,-1,0,0.000244215,0.136797,0.707583,1.35375,0.8128,8,0,1
-0.00387335,0.0235848,-0.00697807,0,-1,0,0.000287877,0.181414,0.707579,1.39793,0.8128,9,0,1
-0.0140496,0.00994262,0.00178633,0,-1,0,0.000297114,0.136683,0.739957,1.35362,0.8128,10,0,1
-0.00744913,0.0176073,-0.000443182,0,-1,0,0.000326365,0.181302,0.739942,1.3978,0.8128,11,0,1
-0.0171165,0.00988587,0.00196411,0,-1,0,0.000351827,0.136609,0.77841,1.35353,0.8128,12,0,1
-0.0109945,0.0152861,0.0019932,0,-1,0,0.000386475,0.181223,0.778391,1.3977,0.8128,13,0,1
-0.0211106,0.0105828,0.00137998,0,-1,0,0.000390949,0.136571,0.8241,1.35346,0.8128,14,0,1
-0.0151072,0.0147812,0.00229087,0,-1,0,0.000447431,0.181175,0.824081,1.39763,0.8128,15,0,1
-0.0259364,0.01124,0.000645579,0,-1,0,0.00041525,0.136567,0.878405,1.35341,0.8128,16,0,1
-0.0197484,0.0147343,0.00191647,0,-1,0,0.000494787,0.181156,0.878388,1.39758,0.8128,17,0,1
-0.0314008,0.0113653,-0.000128973,0,-1,0,0.000434635,0.136595,0.942961,1.35338,0.8128,18,0,1
-0.0248147,0.0143209,0.0013868,0,-1,0,0.000530818,0.181167,0.942949,1.39755,0.8128,19,0,1
-0.037208,0.0107092,-0.000925317,0,-1,0,0.000457818,0.136635,1.01972,1.35336,0.8128,20,0,1
-0.0300603,0.0131322,0.000865785,0,-1,0,0.00056441,0.181189,1.01971,1.39752,0.8128,21,0,1
-0.0429916,0.00924208,-0.00169599,0,-1,0,0.000489452,0.136571,1.11098,1.35335,0.8128,22,0,1
-0.035132,0.0110998,0.000501445,0,-1,0,0.000601749,0.181137,1.11098,1.39751,0.8128,23,0,1
0.00778562,0.0404666,-0.0171178,0,-1,0,0.000352723,0.23639,0.70759,1.45234,0.8128,24,0,1
0.0121829,0.053111,-0.0280537,0,-1,0,0.000348839,0.236522,0.68036,1.45248,0.8128,25,0,1
0.00351001,0.0304822,-0.0077408,0,-1,0,0.000370261,0.236284,0.739942,1.45222,0.8128,26,0,1
-0.000711969,0.0241174,-0.00166238,0,-1,0,0.000411954,0.236205,0.778384,1.45213,0.8128,27,0,1
-0.00519917,0.0206775,0.00143308,0,-1,0,0.000476753,0.236153,0.824071,1.45206,0.8128,28,0,1
-0.00997139,0.0189188,0.00259111,0,-1,0,0.000547539,0.236126,0.878378,1.452,0.8128,29,0,1
-0.014878,0.0175118,0.00272507,0,-1,0,0.000608909,0.236125,0.94294,1.45197,0.8128,30,0,1
-0.0197066,0.0155715,0.00258301,0,-1,0,0.000660862,0.236136,1.0197,1.45194,0.8128,31,0,1
-0.0241914,0.01285,0.00259318,0,-1,0,0.0007084,0.236092,1.11097,1.45193,0.8128,32,0,1
0.0177938,0.0468809,-0.0181299,0,-1,0,0.00043562,0.30404,0.739953,1.51926,0.8128,33,0,1
0.0211512,0.0575652,-0.0267708,0,-1,0,0.000429636,0.304136,0.707613,1.51937,0.8128,34,0,1
0.0138416,0.0374403,-0.0101742,0,-1,0,0.000454155,0.303966,0.778387,1.51918,0.8128,35,0,1
0.0093533,0.0301744,-0.00390593,0,-1,0,0.00049649,0.303913,0.82407,1.51911,0.8128,36,0,1
0.00443383,0.0251507,0.000197932,0,-1,0,0.00056335,0.303883,0.878375,1.51906,0.8128,37,0,1
-0.000568943,0.0215544,0.00236432,0,-1,0,0.000641642,0.303874,0.942936,1.51902,0.8128,38,0,1
