U:0,U:1,U:2,nut,yWall,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
0.120151,0.0616201,0.0235203,0.0019878,0.813572,0.878422,2.56195,1.6256,190,0,1
0.104759,0.0679911,0.0254704,0.00208355,0.776077,0.77849,2.56208,1.6256,191,0,1
0.117737,0.0567197,0.0256015,0.00221458,0.80213,0.824164,2.67368,1.6256,192,0,1
0.109538,0.057216,0.0244179,0.00225404,0.775994,0.77852,2.67373,1.6256,193,0,1
0.126134,0.0546256,0.0259316,0.00216147,0.813473,0.878438,2.67363,1.6256,194,0,1
0.122461,0.0475755,0.0253452,0.00233771,0.8018,0.824184,2.7751,1.6256,195,0,1
0.114358,0.0471628,0.0230685,0.00237184,0.776015,0.778545,2.77515,1.6256,196,0,1
0.131132,0.0468806,0.0270526,0.00228596,0.811882,0.878452,2.77507,1.6256,197,0,1
0.127236,0.0393447,0.0250689,0.00237363,0.775021,0.824201,2.86722,1.6256,198,0,1
0.119509,0.0385074,0.0220512,0.00240947,0.762284,0.778567,2.86726,1.6256,199,0,1
0.135763,0.0395009,0.0277965,0.00231623,0.779451,0.878465,2.8672,1.6256,200,0,1
0.132064,0.0326524,0.0251862,0.00228141,0.708663,0.824215,2.9509,1.6256,201,0,1
0.124824,0.0317252,0.0216133,0.00233191,0.70863,0.778585,2.95093,1.6256,202,0,1
0.140232,0.0332015,0.0287103,0.00220321,0.708695,0.878477,2.95088,1.6256,203,0,1
0.144706,0.0282397,0.0300622,0.00190573,0.632515,0.878486,3.02689,1.6256,204,0,1
0.136914,0.0276393,0.02586,0.00202209,0.632487,0.824228,3.02691,1.6256,205,0,1
0.149688,0.0245982,0.0319168,0.00144004,0.56332,0.878495,3.09593,1.6256,206,0,1
0.141982,0.0242442,0.0270959,0.00159161,0.563295,0.824238,3.09595,1.6256,207,0,1
0.15715,0.0219152,0.0340692,0.000962169,0.500469,0.878502,3.15865,1.6256,208,0,1
0.14831,0.0221846,0.0287599,0.00108385,0.500445,0.824247,3.15866,1.6256,209,0,1
0.173526,0.0190444,0.0354051,0.00074686,0.44338,0.878508,3.21561,1.6256,210,0,1
0.159932,0.0206734,0.0302225,0.000729337,0.443357,0.824255,3.21562,1.6256,211,0,1
0.193349,0.0159168,0.0400443,0.000865764,0.443406,0.943025,3.21561,1.6256,212,0,1
0.240681,0.0089979,0.0369374,0.00122602,0.391553,0.943029,3.26735,1.6256,213,0,1
0.209641,0.0142204,0.0337265,0.000939247,0.391525,0.878513,3.26736,1.6256,214,0,1
0.311456,0.00056405,0.0302815,0.00173701,0.344454,0.943032,3.31436,1.6256,215,0,1
0.271402,0.00689622,0.0281952,0.0013986,0.344425,0.878517,3.31437,1.6256,216,0,1
0.398129,-0.00763407,0.0223197,0.00220046,0.301676,0.943035,3.35706,1.6256,217,0,1
0.354957,-0.00161304,0.0205621,0.00189237,0.301644,0.87852,3.35706,1.6256,218,0,1
