U:0,U:1,U:2,nut,yWall,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
0.185339,0.218352,-0.00322395,0.00173702,0.462517,0.494186,1.6878,1.2192,91,0,1
0.184613,0.221615,-0.00252841,0.0017214,0.475703,0.528878,1.68784,1.2192,92,0,1
0.183225,0.224586,-0.00198715,0.00168075,0.479754,0.554886,1.68782,1.2192,93,0,1
0.181667,0.226954,-0.00156038,0.00162051,0.476973,0.57439,1.68774,1.2192,94,0,1
0.180141,0.22863,-0.00122262,0.00155022,0.475632,0.589026,1.68758,1.2192,95,0,1
0.178742,0.229637,-0.000949293,0.00147768,0.474817,0.600025,1.68734,1.2192,96,0,1
0.177135,0.230075,-0.000664124,0.00139181,0.474238,0.608307,1.68702,1.2192,97,0,1
0.174572,0.229221,-0.00032076,0.00127708,0.47379,0.621934,1.68665,1.2192,98,0,1
0.170086,0.225216,2.17924e-05,0.00114427,0.473403,0.638153,1.68626,1.2192,99,0,1
0.162264,0.215762,0.000281933,0.00101651,0.473027,0.657438,1.68588,1.2192,100,0,1
0.149312,0.198869,0.000383387,0.000912419,0.472687,0.680357,1.68553,1.2192,101,0,1
0.129552,0.173877,0.000273393,0.000841467,0.472394,0.707587,1.68523,1.2192,102,0,1
0.0853508,0.139812,0.000335724,0.000643035,0.362405,0.707575,1.57642,1.2192,103,0,1
0.102302,0.142131,-6.83269e-05,0.000803544,0.472153,0.739939,1.68498,1.2192,104,0,1
0.0476499,0.0988939,-0.000310398,0.000620376,0.362147,0.739939,1.57615,1.2192,105,0,1
0.0693232,0.107226,-0.000619174,0.000796524,0.471964,0.778382,1.68478,1.2192,106,0,1
0.0115557,0.0629197,-0.00109535,0.000641944,0.361952,0.778388,1.57594,1.2192,107,0,1
0.0357269,0.0740157,-0.00126136,0.000836083,0.471822,0.824069,1.68463,1.2192,108,0,1
-0.0143146,0.0384849,-0.00167994,0.000735149,0.361811,0.824079,1.57579,1.2192,109,0,1
0,0,0,0,2.22045e-16,6.8904e-17,1.84008,1.2192,110,0,1
0.00525475,0.185595,0.00343225,0.000113397,0.0134271,0.00720879,1.82091,1.2192,111,0,1
0.0110731,0.206755,0.00183458,0.000300208,0.027662,0.0182353,1.82091,1.2192,112,0,1
0.021515,0.215344,-0.000150719,0.00051625,0.0395152,0.0329191,1.82092,1.2192,113,0,1
0.0352093,0.221129,-0.00162543,0.000744821,0.0576206,0.0524808,1.82094,1.2192,114,0,1
0.0532938,0.224497,-0.00278434,0.000983028,0.0830994,0.0785529,1.82097,1.2192,115,0,1
0.076472,0.225271,-0.00371021,0.00122641,0.117857,0.113312,1.821,1.2192,116,0,1
0.103824,0.222777,-0.00450804,0.00146327,0.164687,0.159658,1.82106,1.2192,117,0,1
0.133388,0.217069,-0.00506655,0.00165963,0.227443,0.221457,1.82113,1.2192,118,0,1
0.15928,0.210967,-0.00505936,0.00175803,0.304468,0.303863,1.82122,1.2192,119,0,1
0.175657,0.207891,-0.00458908,0.00177051,0.381561,0.386241,1.82134,1.2192,120,0,1
0.183735,0.207861,-0.0040318,0.00176507,0.444526,0.447985,1.82145,1.2192,121,0,1
0.187192,0.209224,-0.00347361,0.00176219,0.491739,0.494272,1.82152,1.2192,122,0,1
0.188417,0.211044,-0.00295265,0.00175348,0.52714,0.528973,1.82154,1.2192,123,0,1
0.188642,0.212846,-0.00252338,0.00173263,0.546938,0.554989,1.82152,1.2192,124,0,1
0.188405,0.214392,-0.00219023,0.00170052,0.55546,0.574501,1.82144,1.2192,125,0,1
0.187967,0.215597,-0.00193736,0.00166114,0.562341,0.589143,1.82129,1.2192,126,0,1
0.187463,0.216463,-0.00173186,0.00161849,0.567593,0.600142,1.82108,1.2192,127,0,1
0.186805,0.217143,-0.0015089,0.00156532,0.57248,0.608418,1.82082,1.2192,128,0,1
0.18567,0.217445,-0.0012345,0.00148839,0.578739,0.622031,1.82051,1.2192,129,0,1
0.183599,0.216512,-0.000942926,0.00138757,0.58672,0.638232,1.82019,1.2192,130,0,1
0.17986,0.212981,-0.00065263,0.00127331,0.596247,0.657497,1.81986,1.2192,131,0,1
0.173274,0.205071,-0.000394569,0.00116109,0.604738,0.680396,1.81956,1.2192,132,0,1
0.162323,0.191113,-0.000243834,0.00106794,0.607925,0.70761,1.8193,1.2192,133,0,1
0.145597,0.170322,-0.000268858,0.00100565,0.607707,0.73995,1.81907,1.2192,134,0,1
0.12256,0.143649,-0.000503299,0.000978158,0.607531,0.778385,1.81889,1.2192,135,0,1
0.0944152,0.113583,-0.000931885,0.000986586,0.607395,0.824068,1.81874,1.2192,136,0,1
0.0312793,0.0910235,-0.000126395,0.000470203,0.27313,0.707579,1.48809,1.2192,137,0,1
-0.00730917,0.0515281,-0.000937589,0.000472445,0.272864,0.739953,1.48781,1.2192,138,0,1
-0.0311756,0.0293131,-0.00159865,0.000546299,0.272672,0.778407,1.48761,1.2192,139,0,1
-0.0421536,0.0194152,-0.00179478,0.000680644,0.272541,0.824098,1.48746,1.2192,140,0,1
-0.0668508,0.00918959,0.000240608,5.03923e-05,0.0256532,0.637894,1.24215,1.2192,141,0,1
0,0,0,0,2.22045e-16,0.639972,1.2192,1.2192,142,0,1
-0.0171383,0.114018,0.00120819,8.40221e-05,0.0272373,0.621108,1.2443,1.2192,143,0,1
0,0,0,1.08528e-06,2.22045e-16,0.623672,1.2192,1.2192,144,0,1
-0.0616785,-0.00546975,-0.0009431,4.14288e-05,0.0249243,0.657531,1.24145,1.2192,145,0,1
0,0,0,0,2.22045e-16,0.659887,1.2192,1.2192,146,0,1
-0.0564961,-0.00194962,-0.00128446,5.21677e-05,0.0246575,0.680631,1.24123,1.2192,147,0,1
0,0,0,0,2.22045e-16,0.683391,1.2192,1.2192,148,0,1
-0.0524117,-0.000126514,-0.00132614,6.10563e-05,0.0245597,0.707915,1.24114,1.2192,149,0,1
0,0,0,0,2.22045e-16,0.711146,1.2192,1.2192,150,0,1
-0.0505701,0.000834976,-0.00122912,6.66529e-05,0.0245308,0.740248,1.24111,1.2192,151,0,1
0,0,0,0,2.22045e-16,0.744052,1.2192,1.2192,152,0,1
-0.0500174,0.0011405,-0.0010416,7.07319e-05,0.02454,0.778641,1.24109,1.2192,153,0,1
0,0,0,0,2.22045e-16,0.78314,1.2192,1.2192,154,0,1
-0.0503345,0.00112556,-0.000800886,7.42128e-05,0.0245787,0.824273,1.24108,1.2192,155,0,1
0,0,0,0,2.22045e-16,0.829608,1.2192,1.2192,156,0,1
0.0362395,0.146673,0.00201954,0.000138168,0.0585503,0.621171,1.2756,1.2192,157,0,1
-0.0218476,0.04465,0.000466657,9.98331e-05,0.0569038,0.637817,1.2739,1.2192,158,0,1
-0.05696,0.00177332,-0.00128601,8.88267e-05,0.0559779,0.657405,1.27299,1.2192,159,0,1
-0.060411,-0.000939324,-0.00188007,0.000115606,0.0555326,0.680501,1.27255,1.2192,160,0,1
-0.0597901,0.000850898,-0.00181021,0.000152783,0.0553238,0.707809,1.27232,1.2192,161,0,1
-0.0588382,0.00215032,-0.00160617,0.00017984,0.0552361,0.740172,1.27221,1.2192,162,0,1
-0.058492,0.00259983,-0.001334,0.000197737,0.0552216,0.778591,1.27214,1.2192,163,0,1
-0.0587618,0.0025151,-0.00100566,0.000210457,0.0552622,0.824241,1.27211,1.2192,164,0,1
0.0740157,0.188545,0.00237969,0.000232914,0.0969303,0.621323,1.31377,1.2192,165,0,1
0.0235618,0.101986,0.0010918,0.000184389,0.0957305,0.637819,1.31251,1.2192,166,0,1
-0.0303176,0.033668,-0.000745535,0.000152457,0.0948729,0.657332,1.31164,1.2192,167,0,1
-0.0539418,0.00698147,-0.00183078,0.000161085,0.0943422,0.680403,1.3111,1.2192,168,0,1
-0.0588347,0.00397001,-0.00192168,0.000216057,0.0940296,0.707714,1.31077,1.2192,169,0,1
-0.0597438,0.00464201,-0.00175809,0.00028007,0.0938527,0.740095,1.31058,1.2192,170,0,1
-0.0600526,0.00492187,-0.00150406,0.00032929,0.0937624,0.778534,1.31046,1.2192,171,0,1
-0.0603979,0.0045819,-0.00116715,0.000363164,0.0937325,0.824201,1.31039,1.2192,172,0,1
0.100324,0.215986,0.00250895,0.000371789,0.144343,0.621475,1.36073,1.2192,173,0,1
0.0671896,0.155911,0.00174161,0.000299616,0.143436,0.637865,1.35979,1.2192,174,0,1
0.0172889,0.0878872,0.000365659,0.000254383,0.142695,0.657308,1.35903,1.2192,175,0,1
-0.0274618,0.0349167,-0.00107945,0.000230078,0.142163,0.680343,1.35848,1.2192,176,0,1
-0.0494063,0.0128563,-0.00174298,0.000259069,0.141803,0.707644,1.35811,1.2192,177,0,1
-0.0556849,0.00915106,-0.00180136,0.00034131,0.14157,0.74003,1.35786,1.2192,178,0,1
-0.0578876,0.0084215,-0.0016541,0.00043321,0.141427,0.778481,1.3577,1.2192,179,0,1
-0.058685,0.00745765,-0.00135636,0.000506328,0.14135,0.82416,1.35759,1.2192,180,0,1
0.122646,0.231577,0.00228484,0.000559749,0.202852,0.621609,1.41863,1.2192,181,0,1
0.101459,0.193493,0.00192159,0.000452561,0.202142,0.63793,1.4179,1.2192,182,0,1
0.06665,0.142402,0.00116345,0.000390491,0.201516,0.657316,1.41725,1.2192,183,0,1
0.0213217,0.0862108,-9.48609e-06,0.000349053,0.20102,0.680316,1.41674,1.2192,184,0,1
-0.0199186,0.0414546,-0.00102698,0.000335714,0.200652,0.7076,1.41636,1.2192,185,0,1
-0.0424135,0.0205791,-0.00156565,0.00038665,0.200392,0.739983,1.41609,1.2192,186,0,1
-0.0507496,0.0144984,-0.00176018,0.000495823,0.200216,0.778438,1.4159,1.2192,187,0,1
-0.0536317,0.0117864,-0.00158937,0.000615635,0.200106,0.824125,1.41577,1.2192,188,0,1
0.00557797,0.183862,0.00206541,0.000125991,0.00980863,0.00718394,1.41891,1.2192,189,0,1
0,0,0,0,2.22045e-16,2.31038e-17,1.42725,1.2192,190,0,1
0.0127471,0.207175,0.00050451,0.000321795,0.021653,0.0181846,1.41892,1.2192,191,0,1
0.024532,0.218128,-0.00128664,0.000545146,0.0355193,0.0328515,1.41894,1.2192,192,0,1
0.0398465,0.225274,-0.0027856,0.000778407,0.0549391,0.052405,1.41897,1.2192,193,0,1
0.060462,0.229972,-0.00415834,0.00101796,0.0812443,0.0784731,1.41902,1.2192,194,0,1
0.0862651,0.231998,-0.00534919,0.00125878,0.116532,0.113227,1.41909,1.2192,195,0,1
0.115901,0.230186,-0.00628969,0.00148604,0.163706,0.15956,1.4192,1.2192,196,0,1
0.146695,0.225323,-0.00679618,0.00165178,0.226678,0.221332,1.41935,1.2192,197,0,1
0.170006,0.221467,-0.00635288,0.00169872,0.297952,0.303688,1.41958,1.2192,198,0,1
0.178748,0.222194,-0.00503003,0.00169241,0.30988,0.386015,1.41984,1.2192,199,0,1
0.17627,0.227016,-0.00352084,0.00171373,0.269126,0.44773,1.42004,1.2192,200,0,1
0.169113,0.234121,-0.0021098,0.00171193,0.241107,0.493984,1.4202,1.2192,201,0,1
0.161083,0.241955,-0.000789282,0.00163605,0.224337,0.528642,1.42031,1.2192,202,0,1
0.153738,0.248966,0.000347355,0.00149369,0.214756,0.554605,1.42036,1.2192,203,0,1
0.147464,0.254154,0.00120895,0.00130947,0.209476,0.574055,1.42034,1.2192,204,0,1
0.142154,0.257023,0.00178973,0.00110674,0.206592,0.588639,1.42019,1.2192,205,0,1
0.137703,0.25705,0.00213021,0.000913301,0.204917,0.599608,1.41986,1.2192,206,0,1
0.13266,0.251356,0.00230649,0.000725355,0.203744,0.607908,1.41933,1.2192,207,0,1
0,0,0,0,2.22045e-16,0.884865,1.2192,1.2192,208,0,1
-0.0513879,0.000967778,-0.000524105,7.7398e-05,0.0246473,0.878528,1.24107,1.2192,209,0,1
-0.0596608,0.00218635,-0.000620348,0.000219756,0.0553554,0.878508,1.27208,1.2192,210,0,1
-0.0610832,0.00392262,-0.00074946,0.000385762,0.093751,0.878481,1.31035,1.2192,211,0,1
-0.059204,0.00629871,-0.000953463,0.000557255,0.141322,0.878452,1.35753,1.2192,212,0,1
0.20062,0.123642,0.00114211,0.00208864,0.764504,0.778564,2.86717,1.2192,213,0,1
0.196692,0.125335,0.0011211,0.00210749,0.739036,0.740187,2.86721,1.2192,214,0,1
0.19955,0.115102,0.00181302,0.00215114,0.708689,0.778583,2.95086,1.2192,215,0,1
0.195385,0.116824,0.00178471,0.00215972,0.702536,0.74021,2.95089,1.2192,216,0,1
0.204706,0.121212,0.00117436,0.00205276,0.783825,0.824198,2.86713,1.2192,217,0,1
0.20405,0.112803,0.0018524,0.00212762,0.708726,0.824213,2.95083,1.2192,218,0,1
0.208556,0.117427,0.00120445,0.00199659,0.792652,0.878463,2.8671,1.2192,219,0,1
0.208638,0.109438,0.00188846,0.00208361,0.708759,0.878475,2.9508,1.2192,220,0,1
0.198549,0.106659,0.00245959,0.00217048,0.632501,0.778598,3.02688,1.2192,221,0,1
0.194257,0.108439,0.00241577,0.00217638,0.632468,0.740229,3.0269,1.2192,222,0,1
0.203295,0.104388,0.00250751,0.00215039,0.632532,0.824226,3.02685,1.2192,223,0,1
0.20836,0.101247,0.00255226,0.00210904,0.632561,0.878485,3.02683,1.2192,224,0,1
0.197723,0.0982533,0.00305927,0.00211024,0.563298,0.778612,3.09592,1.2192,225,0,1
0.193358,0.100103,0.00299717,0.00212548,0.563271,0.740245,3.09594,1.2192,226,0,1
0.202624,0.0959558,0.00312354,0.00207833,0.563325,0.824237,3.0959,1.2192,227,0,1
0.208021,0.0929176,0.00318364,0.00202113,0.563352,0.878493,3.09589,1.2192,228,0,1
0.197149,0.0898387,0.00360568,0.00191247,0.50044,0.778623,3.15864,1.2192,229,0,1
0.192725,0.0917566,0.00352139,0.00195361,0.500416,0.740258,3.15866,1.2192,230,0,1
0.202183,0.0874892,0.00369345,0.00184882,0.500463,0.824246,3.15863,1.2192,231,0,1
0.207882,0.0844847,0.00377737,0.00175386,0.500488,0.8785,3.15861,1.2192,232,0,1
0.175482,0.124655,0.00168755,0.00210603,0.588968,0.589852,2.95129,1.2192,233,0,1
0.173851,0.11653,0.0022127,0.00211748,0.588997,0.589884,3.02723,1.2192,234,0,1
0.177157,0.124022,0.00169457,0.00211255,0.600195,0.60085,2.95123,1.2192,235,0,1
0.175587,0.115884,0.00223153,0.00212431,0.597952,0.600883,3.02718,1.2192,236,0,1
0.178683,0.123384,0.00169808,0.00211889,0.61046,0.6091,2.95118,1.2192,237,0,1
0.177165,0.115231,0.00224938,0.00213097,0.60323,0.609133,3.02714,1.2192,238,0,1
0.180525,0.122591,0.00170985,0.00212655,0.623338,0.622665,2.95113,1.2192,239,0,1
0.179066,0.114423,0.00227664,0.00213902,0.60969,0.622697,3.02709,1.2192,240,0,1
0.182762,0.121665,0.00173091,0.00213524,0.639592,0.638799,2.95108,1.2192,241,0,1
0.181367,0.113479,0.00230861,0.00214813,0.617837,0.638829,3.02705,1.2192,242,0,1
0.185358,0.120634,0.00175231,0.00214428,0.658721,0.657987,2.95103,1.2192,243,0,1
0.184026,0.112424,0.00233664,0.00215764,0.627319,0.658015,3.02701,1.2192,244,0,1
0.188302,0.119499,0.00176508,0.00215272,0.675274,0.680806,2.95098,1.2192,245,0,1
0.187031,0.111249,0.00235804,0.00216669,0.632395,0.680831,3.02697,1.2192,246,0,1
0.191636,0.118247,0.00177138,0.00215883,0.688965,0.707942,2.95093,1.2192,247,0,1
0.190428,0.109936,0.0023815,0.00217378,0.632433,0.707964,3.02693,1.2192,248,0,1
0.163559,0.120077,0.00202644,0.00207589,0.527442,0.529582,3.02738,1.2192,249,0,1
0.1619,0.111761,0.00247955,0.00206019,0.524279,0.529603,3.09637,1.2192,250,0,1
0.168171,0.118477,0.0021158,0.00209564,0.554064,0.555662,3.02733,1.2192,251,0,1
0.166703,0.110172,0.00256631,0.00207809,0.542028,0.555685,3.09632,1.2192,252,0,1
0.171464,0.117354,0.00217628,0.00210847,0.574027,0.575218,3.02728,1.2192,253,0,1
0.170121,0.109061,0.00262714,0.00208938,0.552031,0.575243,3.09627,1.2192,254,0,1
0.172593,0.108245,0.00266906,0.00209689,0.559537,0.58991,3.09622,1.2192,255,0,1
0.174388,0.107606,0.00270004,0.00210234,0.562898,0.600909,3.09618,1.2192,256,0,1
0.176014,0.106963,0.00273166,0.00210747,0.563064,0.609159,3.09614,1.2192,257,0,1
0.177964,0.106169,0.00277072,0.00211336,0.563104,0.622722,3.0961,1.2192,258,0,1
0.180314,0.10524,0.00281214,0.00211956,0.563141,0.638853,3.09606,1.2192,259,0,1
0.183016,0.104193,0.00285141,0.00212527,0.563177,0.658037,3.09603,1.2192,260,0,1
0.186057,0.10301,0.00289189,0.00212946,0.56321,0.680851,3.096,1.2192,261,0,1
0.189487,0.101662,0.00294029,0.00213044,0.563241,0.707981,3.09597,1.2192,262,0,1
0.160556,0.10318,0.00288677,0.00199233,0.495626,0.529619,3.15904,1.2192,263,0,1
0.165568,0.101634,0.00296876,0.0020023,0.500082,0.555703,3.15899,1.2192,264,0,1
0.169123,0.100559,0.00302874,0.00200733,0.500123,0.575263,3.15894,1.2192,265,0,1
0.171684,0.0997714,0.00307492,0.00200967,0.500163,0.58993,3.1589,1.2192,266,0,1
0.173538,0.0991612,0.00311311,0.00201072,0.5002,0.60093,3.15886,1.2192,267,0,1
0.175209,0.0985511,0.00315264,0.00201113,0.500239,0.609179,3.15882,1.2192,268,0,1
0.177201,0.0977976,0.00320091,0.00201071,0.500275,0.622742,3.15879,1.2192,269,0,1
0.179585,0.0969125,0.00325372,0.00200866,0.500307,0.638872,3.15876,1.2192,270,0,1
0.182315,0.0959012,0.00330937,0.00200394,0.500337,0.658055,3.15873,1.2192,271,0,1
0.185376,0.0947319,0.00337195,0.00199496,0.500365,0.680867,3.1587,1.2192,272,0,1
0.188826,0.0933653,0.00344308,0.00197937,0.500391,0.707996,3.15868,1.2192,273,0,1
-0.0477224,0.25009,0.00424567,5.51366e-05,0.0136342,0.00782473,3.56581,1.2192,274,0,1
-0.0476639,0.249955,0.00421722,5.5136e-05,0.013685,0.00784768,3.56585,1.2192,275,0,1
-0.0477458,0.249885,0.00423826,5.51025e-05,0.013676,0.00784658,3.56579,1.2192,276,0,1
-0.0479309,0.249691,0.00417379,5.49735e-05,0.0136891,0.00787355,3.56579,1.2192,277,0,1
-0.0474109,0.24994,0.00419998,5.53343e-05,0.0137571,0.00786607,3.5659,1.2192,278,0,1
-0.00299626,0.207135,0.00222113,7.39616e-05,0.0219814,0.0187108,3.56575,1.2192,279,0,1
-0.00284318,0.207263,0.0021867,7.41048e-05,0.0220253,0.0186996,3.56581,1.2192,280,0,1
