U,WallDistance,nut
0.078774,0.100123,0.002686
0.070570,0.136480,0.002921
0.062300,0.136414,0.003163
0.058010,0.136276,0.003319
0.095593,0.137308,0.003429
0.101475,0.137054,0.003205
0.061852,0.181842,0.003412
0.063332,0.181627,0.003299
0.087859,0.137588,0.003656
0.062433,0.182071,0.003536
0.063141,0.236744,0.003543
0.071169,0.236934,0.003555
0.468916,0.010596,0.000819
0.000000,0.000000,0.000013
0.437165,0.010182,0.000802
0.000000,0.000000,0.000013
0.421611,0.022936,0.002603
0.388429,0.022282,0.002527
0.407459,0.009706,0.000774
0.000000,0.000000,0.000012
0.358461,0.021531,0.002431
0.380229,0.009366,0.000744
0.000000,0.000000,0.000011
0.331527,0.021007,0.002332
0.355500,0.009144,0.000718
0.000000,0.000000,0.000011
0.307371,0.020677,0.002242
0.333676,0.009014,0.000697
0.000000,0.000000,0.000010
0.286295,0.020498,0.002171
0.315489,0.008967,0.000686
0.000000,0.000000,0.000010
0.268844,0.020458,0.002125
0.302965,0.009042,0.000689
0.000000,0.000000,0.000010
0.255895,0.020593,0.002111
0.297187,0.009390,0.000713
0.000000,0.000000,0.000013
0.247147,0.021030,0.002133
0.305791,0.010209,0.000775
0.000000,0.000000,0.000018
0.241362,0.021868,0.002205
0.308587,0.013647,0.000992
0.000000,0.000000,0.000026
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.111652,0.013504,0.000435
0.112136,0.013052,0.000461
0.000000,0.000000,0.000000
0.108686,0.013329,0.000395
0.000000,0.000000,0.000001
0.101793,0.013069,0.000346
0.000000,0.000000,0.000002
0.092134,0.012881,0.000342
0.000000,0.000000,0.000003
0.080359,0.012759,0.000384
0.000000,0.000000,0.000005
0.064429,0.012693,0.000419
0.000000,0.000000,0.000007
0.051711,0.012685,0.000428
0.000000,0.000000,0.000007
0.042041,0.012777,0.000395
0.000000,0.000000,0.000011
0.062551,0.013115,0.000363
0.000000,0.000000,0.000022
0.189153,0.013900,0.000420
0.289437,0.016498,0.000713
0.267683,0.023296,0.001516
0.114384,0.029496,0.000779
0.112721,0.028746,0.000850
0.113996,0.029237,0.000745
0.110960,0.028839,0.000784
0.106862,0.028556,0.000861
0.104584,0.028382,0.000944
0.106474,0.028302,0.001003
0.115666,0.028318,0.001010
0.139898,0.028476,0.000966
0.174577,0.028899,0.000937
0.212129,0.029708,0.001051
0.231332,0.032306,0.001514
0.215242,0.036939,0.002283
0.107122,0.047479,0.001355
0.110248,0.047925,0.001250
0.112529,0.047783,0.001204
0.114572,0.047565,0.001244
0.118171,0.047427,0.001332
0.125579,0.047367,0.001431
0.138120,0.047384,0.001514
0.156038,0.047489,0.001569
0.178602,0.047715,0.001625
0.199228,0.048120,0.001738
0.209471,0.048709,0.001996
0.203328,0.050337,0.002491
0.096188,0.071037,0.001946
0.100139,0.071339,0.001796
0.104897,0.071259,0.001690
0.111278,0.071135,0.001679
0.120324,0.071073,0.001744
0.132639,0.071076,0.001859
0.147517,0.071145,0.002000
0.162860,0.071290,0.002161
0.175599,0.071530,0.002351
0.181625,0.071883,0.002594
0.177837,0.072327,0.002928
0.080281,0.100265,0.002609
0.084506,0.100486,0.002422
0.090751,0.100444,0.002239
0.099396,0.100377,0.002145
0.110219,0.100361,0.002159
0.122181,0.100400,0.002269
0.133486,0.100497,0.002449
0.141864,0.100656,0.002674
0.145337,0.100884,0.002929
0.142539,0.101184,0.003208
0.133478,0.101532,0.003517
0.058599,0.136385,0.003311
0.062745,0.136555,0.003136
0.069331,0.136537,0.002901
0.078036,0.136507,0.002716
0.087576,0.136520,0.002638
0.096125,0.136580,0.002676
0.101931,0.136688,0.002805
0.103808,0.136846,0.002990
0.000000,0.000000,0.000007
0.000000,0.000000,0.000003
0.084018,0.006752,0.000234
0.000000,0.000000,0.000002
0.000000,0.000000,0.000013
0.147138,0.010995,0.000431
0.000000,0.000000,0.000018
0.241005,0.012460,0.000594
0.000000,0.000000,0.000021
0.351680,0.012622,0.000719
0.000000,0.000000,0.000024
0.470194,0.012812,0.000836
0.000000,0.000000,0.000027
0.581491,0.013101,0.000955
0.000000,0.000000,0.000030
0.664957,0.013418,0.001079
0.000000,0.000000,0.000034
0.696227,0.013171,0.001217
0.000000,0.000000,0.000038
0.628350,0.012779,0.001381
0.000000,0.000000,0.000041
0.454986,0.013157,0.001553
0.000000,0.000000,0.000044
0.214517,0.013403,0.001636
0.000000,0.000000,0.000046
0.337552,0.013097,0.001598
0.000000,0.000000,0.000050
0.708256,0.012827,0.001513
0.000000,0.000000,0.000055
1.145679,0.012683,0.001407
0.000000,0.000000,0.000059
1.602384,0.012629,0.001297
0.000000,0.000000,0.000063
2.130166,0.010053,0.001164
0.147502,0.008820,0.000417
0.000000,0.000000,0.000006
0.183865,0.018502,0.001025
0.243844,0.025531,0.001532
0.321585,0.028169,0.001935
0.419478,0.028458,0.002309
0.520542,0.028904,0.002673
0.602543,0.029382,0.003042
0.639216,0.028933,0.003444
0.589403,0.028267,0.003875
0.442947,0.028900,0.004170
0.284339,0.029346,0.004064
0.434586,0.028890,0.003611
0.802871,0.028476,0.003097
1.213811,0.028242,0.002628
1.631650,0.025348,0.002228
2.103726,0.015370,0.001824
0.216397,0.008845,0.000584
0.000000,0.000000,0.000008
0.242049,0.020328,0.001582
0.269361,0.033373,0.002534
0.308992,0.043675,0.003325
0.375558,0.047323,0.004046
0.458685,0.047578,0.004719
0.535155,0.047855,0.005365
0.576556,0.047582,0.006043
0.546568,0.047177,0.006644
0.452082,0.047546,0.006729
0.420241,0.047823,0.006026
0.600720,0.047582,0.004893
0.915466,0.047380,0.003829
1.276160,0.044649,0.002965
1.652248,0.035621,0.002285
2.108402,0.021480,0.001630
0.296251,0.008903,0.000688
0.000000,0.000000,0.000010
0.307211,0.020359,0.001999
0.307314,0.035129,0.003406
0.310783,0.052938,0.004643
0.339914,0.066596,0.005764
0.398055,0.071106,0.006776
0.466045,0.071278,0.007688
0.513518,0.071088,0.008566
0.510042,0.070810,0.009171
0.485710,0.071052,0.008852
0.560723,0.071249,0.007522
0.764783,0.071117,0.005862
1.033391,0.067376,0.004398
1.327582,0.055864,0.003206
1.629087,0.040936,0.002238
2.022893,0.027582,0.001304
0.379293,0.008995,0.000747
0.000000,0.000000,0.000012
0.373127,0.020469,0.002276
0.351159,0.035099,0.004087
0.324971,0.055057,0.005789
0.315147,0.078532,0.007348
0.339953,0.095462,0.008726
0.394852,0.100417,0.009888
0.452149,0.100271,0.010879
0.489430,0.100065,0.011368
0.548265,0.100235,0.010622
0.698292,0.100388,0.008826
0.909853,0.095191,0.006865
1.134464,0.078793,0.005163
1.351610,0.056697,0.003741
1.550455,0.038118,0.002499
1.784988,0.022756,0.001154
0.450068,0.009141,0.000774
0.000000,0.000000,0.000012
0.432849,0.020675,0.002437
0.395303,0.035157,0.004566
0.347139,0.055012,0.006708
0.302440,0.081692,0.008713
0.287480,0.112018,0.010478
0.323915,0.131783,0.011886
0.397471,0.136346,0.012907
0.489976,0.136185,0.013170
0.628332,0.136310,0.012032
0.823169,0.131498,0.009943
1.028195,0.111278,0.007833
1.210379,0.080847,0.005979
1.356225,0.054369,0.004347
1.458676,0.034660,0.002812
1.533555,0.018097,0.001231
0.505616,0.009368,0.000785
0.000000,0.000000,0.000013
0.482929,0.021015,0.002525
0.435086,0.035311,0.004881
0.371883,0.055053,0.007386
0.300242,0.081652,0.009798
0.244206,0.117239,0.011934
0.256927,0.155849,0.013580
0.355832,0.177430,0.014560
0.511665,0.180739,0.014494
0.714655,0.177170,0.012996
0.933550,0.155147,0.010718
1.125005,0.116424,0.008496
1.273178,0.081023,0.006445
1.373970,0.054593,0.004515
1.425985,0.034982,0.002720
1.415635,0.020746,0.001225
1.432200,0.008833,0.000480
1.282706,0.009244,0.000354
0.000000,0.000000,0.000011
0.000000,0.000000,0.000010
0.544384,0.009709,0.000793
0.000000,0.000000,0.000013
0.518972,0.021541,0.002579
0.465364,0.035592,0.005084
0.393247,0.055192,0.007848
0.303877,0.081697,0.010567
0.212398,0.117215,0.012982
0.198109,0.164657,0.014802
0.332073,0.213243,0.015698
0.548696,0.234498,0.015277
0.798762,0.212614,0.013476
1.029378,0.163888,0.011072
1.206655,0.116592,0.008732
1.330148,0.081226,0.006481
1.404551,0.054861,0.004335
1.431807,0.035375,0.002478
1.398224,0.021393,0.001067
1.242207,0.009645,0.000301
0.000000,0.000000,0.000009
0.564136,0.010185,0.000804
0.000000,0.000000,0.000013
0.537436,0.022291,0.002621
0.481739,0.036026,0.005211
0.405701,0.055443,0.008129
0.306753,0.081831,0.011024
0.190395,0.117269,0.013580
0.151958,0.164653,0.015453
0.328050,0.227900,0.016238
0.594864,0.263686,0.015544
0.877368,0.227206,0.013550
1.113491,0.164048,0.011086
1.280608,0.116780,0.008657
1.389511,0.081465,0.006294
1.450355,0.055193,0.004103
1.466445,0.035873,0.002301
1.421627,0.022207,0.000976
1.253224,0.010154,0.000275
0.000000,0.000000,0.000009
0.564482,0.010599,0.000813
0.000000,0.000000,0.000013
0.537218,0.022944,0.002650
0.481761,0.036415,0.005280
0.405134,0.055674,0.008265
0.302252,0.081963,0.011225
0.171622,0.117334,0.013796
0.123740,0.164671,0.015611
0.343490,0.227888,0.016259
0.647476,0.263732,0.015402
0.951684,0.227324,0.013348
1.190885,0.164177,0.010903
1.352288,0.116934,0.008460
1.454167,0.081666,0.006076
1.509216,0.055473,0.003916
1.520746,0.036295,0.002180
1.471144,0.022886,0.000913
