U,WallDistance,nut
1.400391,0.054464,0.006693
1.315260,0.080928,0.009031
1.200339,0.116314,0.010832
1.046721,0.163551,0.011664
0.842393,0.226565,0.011416
0.606681,0.274627,0.010775
0.491400,0.254281,0.010552
0.587499,0.199435,0.010314
0.742859,0.161974,0.009482
0.884302,0.137149,0.008265
0.998428,0.121305,0.006888
1.082736,0.111869,0.005495
1.133761,0.106641,0.004230
1.142151,0.103872,0.003255
1.080799,0.102360,0.002548
0.897793,0.101618,0.002141
0.607399,0.101276,0.002134
0.296697,0.100978,0.002400
0.167692,0.100748,0.002728
0.306373,0.100584,0.002978
0.365978,0.100477,0.003232
0.333704,0.100416,0.003578
0.265668,0.100397,0.003927
0.204157,0.100415,0.004215
0.168154,0.100471,0.004472
0.156326,0.100537,0.004739
0.154658,0.100454,0.005028
0.604855,0.493312,0.013229
0.563682,0.493276,0.013354
0.614730,0.442486,0.013747
0.575008,0.442454,0.013852
0.631950,0.396322,0.013826
0.595439,0.396294,0.013942
0.620390,0.354367,0.013559
0.592398,0.354343,0.013668
0.564231,0.396265,0.014010
0.653451,0.354393,0.013389
0.621109,0.316263,0.012855
0.646452,0.316286,0.012661
0.676460,0.316310,0.012385
0.648683,0.281676,0.011561
0.671857,0.281697,0.011244
0.699401,0.281721,0.010812
0.696424,0.250280,0.009344
0.674991,0.250259,0.009808
0.722188,0.250304,0.008733
0.721536,0.221744,0.007077
0.701131,0.221724,0.007668
0.746715,0.221769,0.006336
0.751551,0.195827,0.004736
0.730113,0.195806,0.005339
0.780161,0.195853,0.004083
0.802471,0.172288,0.002962
0.772060,0.172266,0.003308
0.848877,0.172316,0.002770
0.922849,0.150910,0.002528
0.863425,0.150887,0.002354
1.012149,0.150941,0.003005
1.180874,0.131496,0.003562
1.074808,0.131471,0.002912
1.324861,0.131531,0.004499
1.793856,0.113907,0.006378
1.606776,0.113868,0.005331
2.394832,0.097908,0.007995
2.186556,0.097863,0.007032
3.088463,0.083388,0.009086
2.887651,0.083336,0.008272
3.835395,0.070215,0.009604
3.665316,0.070153,0.008935
4.609726,0.058273,0.009594
4.484143,0.058199,0.009040
5.387736,0.047461,0.009118
5.319388,0.047370,0.008650
6.141880,0.037695,0.008229
6.141794,0.037580,0.007829
0.617977,0.250192,0.010847
0.587728,0.281601,0.012248
0.608601,0.250177,0.010992
0.578027,0.281584,0.012340
0.629022,0.250208,0.010669
0.599303,0.281619,0.012132
0.641899,0.250225,0.010446
0.612986,0.281638,0.011986
0.657048,0.250241,0.010166
0.629264,0.281656,0.011801
0.607388,0.221591,0.009778
0.578490,0.250113,0.011385
0.594125,0.221586,0.009959
0.565608,0.250105,0.011514
0.617028,0.221601,0.009633
0.587927,0.250124,0.011279
0.623985,0.221612,0.009515
0.594805,0.250138,0.011193
0.601017,0.250158,0.011106
0.630212,0.221630,0.009396
0.637708,0.221648,0.009242
0.646858,0.221662,0.009046
0.657530,0.221676,0.008806
0.669825,0.221691,0.008508
0.684174,0.221707,0.008136
0.543020,0.195754,0.009199
0.519079,0.221640,0.010831
0.500880,0.195658,0.009786
0.479998,0.221553,0.011194
0.551456,0.221614,0.010481
0.577113,0.195721,0.008701
0.575969,0.221591,0.010190
0.602759,0.195691,0.008314
0.621757,0.195681,0.008020
0.635624,0.195684,0.007795
0.645667,0.195691,0.007620
0.652858,0.195700,0.007479
0.659239,0.195718,0.007334
0.666795,0.195735,0.007148
0.675913,0.195747,0.006914
0.686522,0.195760,0.006628
0.698697,0.195774,0.006280
0.712965,0.195789,0.005854
0.610049,0.008675,0.000389
0.632331,0.008681,0.000395
0.000000,0.000000,0.000006
