U:0,U:1,U:2,WallDistance,nut,U
-0.044781,0.114212,0.007118,0.035975,0.001561,0.122884
-0.064735,0.095818,0.007317,0.055622,0.002126,0.115867
-0.087988,0.068433,0.007033,0.082196,0.002666,0.111690
-0.112926,0.033857,0.006748,0.117765,0.003166,0.118085
-0.134617,-0.006108,0.006654,0.159012,0.003617,0.134920
-0.143959,-0.051681,0.006735,0.189838,0.004031,0.153103
-0.125643,-0.105913,0.006749,0.199759,0.004262,0.164467
-0.073842,-0.176339,0.006219,0.189478,0.004008,0.191276
-0.005407,-0.258788,0.005053,0.158585,0.003317,0.258894
0.058363,-0.336985,0.003830,0.118036,0.002574,0.342023
0.106345,-0.411667,0.002889,0.083404,0.001958,0.425191
0.133088,-0.488905,0.002136,0.058099,0.001442,0.506700
0.136405,-0.564738,0.001273,0.040130,0.001004,0.580979
0.113953,-0.660106,-0.000763,0.025822,0.000545,0.669870
-0.012605,0.146017,0.000480,0.010460,0.000502,0.146561
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.022062,0.144704,0.003629,0.022778,0.001084,0.146421
-0.036451,0.133460,0.005790,0.036439,0.001789,0.138469
-0.052410,0.112362,0.006384,0.055844,0.002513,0.124148
-0.071285,0.081647,0.006322,0.082259,0.003213,0.108571
-0.091897,0.041726,0.006074,0.117736,0.003851,0.101109
-0.110544,-0.006530,0.005892,0.165141,0.004389,0.110893
-0.119168,-0.063555,0.005826,0.220270,0.004810,0.135182
-0.104152,-0.132032,0.005659,0.247972,0.004944,0.168262
-0.061442,-0.215263,0.004987,0.219251,0.004530,0.223915
-0.010444,-0.303522,0.003827,0.163843,0.003741,0.303726
0.030455,-0.380052,0.002670,0.116620,0.002959,0.381280
0.056325,-0.442767,0.001804,0.081340,0.002298,0.446339
0.065623,-0.493753,0.001203,0.055090,0.001731,0.498096
0.059218,-0.529889,0.000618,0.035775,0.001219,0.533188
0.041947,-0.560043,-0.002057,0.020029,0.000683,0.561615
-0.009426,0.164770,0.000662,0.011227,0.000530,0.165041
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.016917,0.162334,0.003219,0.024015,0.001151,0.163245
-0.028004,0.149203,0.004879,0.037184,0.001949,0.151887
-0.040497,0.126094,0.005492,0.056276,0.002812,0.132551
-0.055430,0.092743,0.005549,0.082485,0.003662,0.108187
-0.072033,0.048320,0.005363,0.117824,0.004433,0.086904
-0.087726,-0.007568,0.005155,0.165148,0.005052,0.088203
-0.095895,-0.075943,0.004999,0.228332,0.005446,0.122426
-0.085062,-0.158435,0.004693,0.263849,0.005441,0.179887
-0.052972,-0.252373,0.003917,0.227181,0.004885,0.257902
-0.017309,-0.342285,0.002786,0.164114,0.004039,0.342734
0.008156,-0.413216,0.001712,0.116950,0.003229,0.413300
0.022333,-0.463833,0.000924,0.081769,0.002505,0.464371
0.026561,-0.496137,0.000463,0.055687,0.001848,0.496848
0.023167,-0.510412,0.000225,0.036663,0.001254,0.510938
0.015655,-0.505453,-0.000230,0.023469,0.000737,0.505695
0.023086,-0.535933,-0.005729,0.009930,0.000350,0.536461
0.007785,-0.472987,-0.000457,0.010941,0.000312,0.473051
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.006875,0.176894,0.001378,0.012293,0.000550,0.177033
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.012348,0.174099,0.003079,0.025783,0.001193,0.174563
-0.020574,0.160141,0.004241,0.038328,0.002051,0.161513
-0.029996,0.135865,0.004753,0.056998,0.003017,0.139218
-0.041460,0.100698,0.004866,0.082930,0.003984,0.109008
-0.054538,0.052775,0.004757,0.118080,0.004858,0.076041
-0.067583,-0.009710,0.004578,0.165276,0.005531,0.068430
-0.075546,-0.088660,0.004378,0.228386,0.005879,0.116563
-0.069247,-0.184036,0.003961,0.264007,0.005731,0.196673
-0.047500,-0.286445,0.003094,0.227490,0.005060,0.290373
-0.023860,-0.375840,0.001970,0.164485,0.004176,0.376602
-0.007624,-0.440226,0.000949,0.117424,0.003327,0.440293
0.001392,-0.481223,0.000214,0.082410,0.002526,0.481225
0.005224,-0.502284,-0.000166,0.056597,0.001789,0.502311
0.005331,-0.505695,-0.000219,0.038011,0.001168,0.505723
0.003992,-0.491260,-0.000043,0.025500,0.000670,0.491276
0.002283,-0.452784,0.000414,0.012154,0.000280,0.452790
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.004979,0.182594,0.002012,0.013683,0.000559,0.182673
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.008872,0.179627,0.003172,0.028148,0.001207,0.179874
-0.014864,0.165247,0.003918,0.039954,0.002092,0.165960
-0.021795,0.140456,0.004298,0.058076,0.003119,0.142202
-0.030463,0.104338,0.004426,0.083638,0.004161,0.108784
-0.040675,0.054036,0.004385,0.118538,0.005092,0.067776
-0.051490,-0.013758,0.004250,0.165561,0.005781,0.053465
-0.059286,-0.101965,0.004016,0.228557,0.006078,0.118016
-0.057076,-0.208440,0.003485,0.264238,0.005825,0.216141
-0.043845,-0.317328,0.002514,0.227859,0.005084,0.320353
-0.028697,-0.405676,0.001356,0.164949,0.004177,0.406692
-0.017609,-0.464927,0.000342,0.118039,0.003292,0.465260
-0.010494,-0.499844,-0.000378,0.083257,0.002446,0.499954
-0.005897,-0.515119,-0.000721,0.057804,0.001695,0.515153
-0.003482,-0.513600,-0.000690,0.039771,0.001100,0.513612
-0.001663,-0.495343,-0.000384,0.028029,0.000632,0.495346
-0.000615,-0.454232,0.000187,0.013633,0.000264,0.454232
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.003723,0.181949,0.002391,0.014829,0.000524,0.182003
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.006653,0.178860,0.003393,0.030127,0.001146,0.179016
-0.011219,0.164194,0.003909,0.041362,0.002050,0.164623
-0.016493,0.139286,0.004190,0.059031,0.003122,0.140322
-0.023219,0.102795,0.004312,0.084278,0.004212,0.105473
-0.031329,0.050948,0.004308,0.118961,0.005164,0.059965
-0.040334,-0.021012,0.004189,0.165835,0.005837,0.045671
-0.047782,-0.116913,0.003887,0.228730,0.006082,0.126360
-0.048577,-0.232326,0.003210,0.264442,0.005768,0.237372
-0.041336,-0.346031,0.002116,0.228166,0.005006,0.348498
-0.031518,-0.433671,0.000897,0.165341,0.004102,0.434816
-0.023118,-0.489983,-0.000157,0.118561,0.003205,0.490528
-0.016585,-0.521831,-0.000904,0.083978,0.002352,0.522095
-0.011315,-0.534437,-0.001235,0.058827,0.001621,0.534558
-0.007630,-0.530854,-0.001113,0.041239,0.001057,0.530910
-0.004367,-0.511014,-0.000584,0.030067,0.000609,0.511033
-0.002029,-0.468907,0.000265,0.014808,0.000256,0.468911
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.003248,0.176902,0.002843,0.012967,0.000524,0.176955
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.005904,0.172884,0.003803,0.026939,0.001132,0.173027
-0.009866,0.157382,0.004223,0.039166,0.002033,0.157747
-0.014353,0.132049,0.004430,0.057533,0.003107,0.132901
-0.020011,0.095022,0.004518,0.083232,0.004194,0.097212
-0.026772,0.041757,0.004496,0.118209,0.005127,0.049805
-0.034378,-0.033599,0.004328,0.165280,0.005757,0.048265
-0.041274,-0.135362,0.003900,0.228313,0.005949,0.141568
-0.043813,-0.257136,0.003050,0.264126,0.005608,0.260860
-0.040123,-0.374143,0.001825,0.227833,0.004866,0.376293
-0.033161,-0.461726,0.000530,0.164858,0.003993,0.462916
-0.026005,-0.516962,-0.000596,0.117867,0.003111,0.517616
-0.019586,-0.547803,-0.001415,0.082977,0.002273,0.548155
-0.013921,-0.559600,-0.001779,0.057361,0.001567,0.559776
-0.009551,-0.555458,-0.001590,0.039065,0.001026,0.555542
-0.005605,-0.535526,-0.000808,0.026890,0.000594,0.535556
-0.002700,-0.493742,0.000377,0.012949,0.000254,0.493750
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.003306,0.173426,0.003443,0.010728,0.000556,0.173492
-0.005994,0.165369,0.004386,0.023096,0.001167,0.165536
-0.009866,0.146812,0.004713,0.036494,0.002046,0.147219
-0.014302,0.119673,0.004849,0.055707,0.003081,0.120622
-0.019658,0.081052,0.004877,0.081963,0.004123,0.083545
-0.025895,0.025688,0.004789,0.117307,0.005003,0.036788
-0.032770,-0.052588,0.004517,0.164625,0.005573,0.062127
-0.039261,-0.158049,0.003929,0.227829,0.005715,0.162900
-0.042610,-0.283328,0.002912,0.263739,0.005377,0.286529
-0.040574,-0.402172,0.001581,0.227396,0.004690,0.404217
-0.034752,-0.490226,0.000211,0.164243,0.003873,0.491456
-0.027905,-0.545723,-0.001016,0.116996,0.003024,0.546437
-0.021244,-0.576894,-0.001958,0.081730,0.002209,0.577288
-0.015273,-0.588906,-0.002418,0.055550,0.001526,0.589109
-0.010237,-0.584827,-0.002220,0.036401,0.001005,0.584921
-0.005955,-0.565403,-0.001204,0.023052,0.000587,0.565436
-0.003004,-0.524345,0.000375,0.010712,0.000256,0.524354
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.003291,0.168956,0.003936,0.012963,0.000382,0.169034
-0.005680,0.156680,0.004866,0.026928,0.000969,0.156858
-0.009481,0.134966,0.005152,0.039151,0.001895,0.135397
-0.014135,0.105491,0.005233,0.057513,0.002965,0.106562
-0.019594,0.064606,0.005190,0.083205,0.003987,0.067711
-0.025955,0.006763,0.005006,0.118176,0.004811,0.027285
-0.032898,-0.073908,0.004606,0.165241,0.005317,0.081030
-0.039541,-0.181261,0.003864,0.228270,0.005423,0.185564
-0.043413,-0.307775,0.002730,0.264117,0.005114,0.310834
-0.042050,-0.427414,0.001353,0.227854,0.004509,0.429480
-0.036513,-0.516345,-0.000065,0.164871,0.003762,0.517634
-0.029549,-0.572989,-0.001403,0.117873,0.002952,0.573752
-0.022515,-0.605373,-0.002506,0.082975,0.002161,0.605797
-0.016224,-0.618251,-0.003127,0.057355,0.001497,0.618472
-0.010583,-0.614338,-0.003008,0.039057,0.000991,0.614437
-0.006051,-0.594572,-0.001852,0.026883,0.000586,0.594606
-0.003186,-0.552290,0.000067,0.012947,0.000259,0.552299
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.008296,0.122736,0.005584,0.041338,0.001746,0.123143
-0.012996,0.092052,0.005539,0.058997,0.002830,0.093130
-0.018595,0.049618,0.005386,0.084231,0.003824,0.053261
-0.025281,-0.009897,0.005084,0.118900,0.004592,0.027622
-0.032712,-0.091969,0.004546,0.165759,0.005043,0.097720
-0.039921,-0.199989,0.003679,0.228644,0.005130,0.203968
-0.044360,-0.326574,0.002505,0.264427,0.004870,0.329583
-0.043391,-0.446622,0.001156,0.228218,0.004356,0.448726
-0.037946,-0.536668,-0.000271,0.165376,0.003678,0.538008
-0.030872,-0.594824,-0.001698,0.118581,0.002904,0.595627
-0.023609,-0.628801,-0.002962,0.083984,0.002132,0.629251
-0.017079,-0.642928,-0.003779,0.058823,0.001477,0.643166
-0.011134,-0.639334,-0.003819,0.041230,0.000982,0.639442
-0.006358,-0.618481,-0.002664,0.030058,0.000588,0.618519
-0.003336,-0.573586,-0.000589,0.014804,0.000264,0.573596
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.007331,0.110846,0.005898,0.039926,0.001700,0.111245
-0.011940,0.080093,0.005713,0.058032,0.002729,0.081179
-0.017596,0.037137,0.005441,0.083574,0.003667,0.041454
-0.024530,-0.022992,0.005016,0.118448,0.004378,0.033993
-0.032399,-0.105422,0.004357,0.165443,0.004785,0.110374
-0.040112,-0.213281,0.003418,0.228420,0.004867,0.217047
-0.044992,-0.339574,0.002277,0.264221,0.004668,0.342549
-0.044271,-0.460085,0.001007,0.227957,0.004240,0.462211
-0.038885,-0.551341,-0.000400,0.165023,0.003623,0.552711
-0.031764,-0.611012,-0.001891,0.118091,0.002878,0.611840
-0.024400,-0.646596,-0.003290,0.083291,0.002117,0.647065
-0.017749,-0.662131,-0.004297,0.057825,0.001466,0.662383
-0.011637,-0.659192,-0.004534,0.039789,0.000975,0.659310
-0.006678,-0.637618,-0.003476,0.028057,0.000589,0.637662
-0.003415,-0.590686,-0.001425,0.013650,0.000268,0.590698
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.007126,0.100328,0.005973,0.038296,0.001706,0.100758
-0.011652,0.069903,0.005717,0.056944,0.002663,0.071098
-0.017335,0.027007,0.005358,0.082844,0.003532,0.032536
-0.024408,-0.033045,0.004833,0.117952,0.004183,0.041365
-0.032504,-0.115173,0.004084,0.165102,0.004551,0.119741
-0.040413,-0.222475,0.003131,0.228181,0.004638,0.226137
-0.045450,-0.348474,0.002078,0.263990,0.004500,0.351432
-0.044810,-0.469590,0.000907,0.227654,0.004152,0.471724
-0.039440,-0.562054,-0.000475,0.164620,0.003585,0.563436
-0.032281,-0.623125,-0.002011,0.117536,0.002864,0.623964
-0.024872,-0.660194,-0.003521,0.082506,0.002110,0.660672
-0.018132,-0.677125,-0.004700,0.056689,0.001459,0.677384
-0.011966,-0.675055,-0.005131,0.038121,0.000967,0.675181
-0.006877,-0.653257,-0.004225,0.025663,0.000585,0.653307
-0.003388,-0.604620,-0.002325,0.012249,0.000269,0.604634
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.007396,0.091519,0.005920,0.037151,0.001772,0.092008
-0.011970,0.061537,0.005617,0.056214,0.002635,0.062942
-0.017755,0.019006,0.005188,0.082374,0.003420,0.026521
-0.024950,-0.040599,0.004581,0.117648,0.004008,0.047872
-0.033077,-0.122133,0.003775,0.164904,0.004341,0.126589
-0.040851,-0.228778,0.002855,0.228047,0.004440,0.232414
-0.045769,-0.354584,0.001920,0.263835,0.004364,0.357531
-0.045081,-0.476372,0.000845,0.227429,0.004085,0.478501
-0.039703,-0.569948,-0.000517,0.164330,0.003560,0.571329
-0.032519,-0.632243,-0.002088,0.117144,0.002857,0.633082
-0.025106,-0.670603,-0.003689,0.081956,0.002108,0.671083
-0.018316,-0.688805,-0.005017,0.055888,0.001454,0.689067
-0.012185,-0.687651,-0.005624,0.036920,0.000960,0.687782
-0.007022,-0.665925,-0.004825,0.023855,0.000578,0.665979
-0.003348,-0.615923,-0.003043,0.011165,0.000268,0.615940
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.008115,0.084598,0.005797,0.036414,0.001796,0.085183
-0.012933,0.055057,0.005461,0.055777,0.002594,0.056818
-0.018943,0.012964,0.004971,0.082118,0.003313,0.023486
-0.026214,-0.046147,0.004296,0.117502,0.003848,0.053247
-0.034101,-0.127112,0.003462,0.164823,0.004154,0.131652
-0.041386,-0.233172,0.002611,0.228002,0.004272,0.236831
-0.045955,-0.358875,0.001803,0.263738,0.004254,0.361810
-0.045138,-0.481305,0.000810,0.227258,0.004032,0.483418
-0.039746,-0.575844,-0.000538,0.164124,0.003542,0.577214
-0.032548,-0.639166,-0.002138,0.116876,0.002854,0.639998
-0.025154,-0.678596,-0.003813,0.081586,0.002108,0.679073
-0.018359,-0.697889,-0.005273,0.055351,0.001451,0.698150
-0.012297,-0.697589,-0.006045,0.036101,0.000953,0.697724
-0.007110,-0.676052,-0.005335,0.022569,0.000572,0.676110
-0.003312,-0.625125,-0.003659,0.010376,0.000267,0.625144
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.009624,0.079630,0.005621,0.035981,0.001781,0.080406
-0.014883,0.050355,0.005261,0.055560,0.002538,0.052771
-0.021151,0.008538,0.004720,0.082024,0.003208,0.023292
-0.028271,-0.050271,0.003994,0.117476,0.003700,0.057814
-0.035499,-0.130827,0.003162,0.164832,0.003990,0.135595
-0.041944,-0.236387,0.002407,0.228023,0.004132,0.240091
-0.046008,-0.361998,0.001722,0.263681,0.004166,0.364914
-0.045027,-0.484969,0.000792,0.227119,0.003991,0.487055
-0.039626,-0.580305,-0.000549,0.163972,0.003529,0.581657
-0.032424,-0.644464,-0.002173,0.116690,0.002853,0.645283
-0.025060,-0.684757,-0.003906,0.081335,0.002110,0.685227
-0.018288,-0.704959,-0.005478,0.054990,0.001448,0.705217
-0.012295,-0.705405,-0.006412,0.035548,0.000947,0.705541
-0.007111,-0.684095,-0.005838,0.021668,0.000567,0.684157
-0.003282,-0.632582,-0.004321,0.009814,0.000266,0.632605
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.012540,0.076592,0.005382,0.035790,0.001754,0.077798
-0.018295,0.047171,0.005024,0.055521,0.002477,0.050843
-0.024589,0.005227,0.004447,0.082062,0.003106,0.025529
-0.031060,-0.053583,0.003690,0.117548,0.003566,0.062044
-0.037108,-0.133854,0.002889,0.164914,0.003850,0.138932
-0.042437,-0.238911,0.002245,0.228096,0.004017,0.242661
-0.045934,-0.364369,0.001670,0.263651,0.004095,0.367257
-0.044794,-0.487749,0.000784,0.226998,0.003959,0.489802
-0.039396,-0.583723,-0.000554,0.163854,0.003519,0.585051
-0.032197,-0.648555,-0.002198,0.116556,0.002853,0.649357
-0.024869,-0.689534,-0.003979,0.081163,0.002112,0.689994
-0.018130,-0.710489,-0.005643,0.054748,0.001447,0.710743
-0.012180,-0.711559,-0.006725,0.035176,0.000942,0.711695
-0.007047,-0.690470,-0.006380,0.021047,0.000562,0.690535
-0.003284,-0.638578,-0.005086,0.009421,0.000266,0.638607
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.017765,0.075141,0.005108,0.035827,0.001700,0.077381
-0.023618,0.044894,0.004769,0.055647,0.002412,0.050952
-0.029256,0.002376,0.004167,0.082216,0.003012,0.029646
-0.034331,-0.056626,0.003398,0.117704,0.003449,0.066307
-0.038711,-0.136575,0.002653,0.165054,0.003732,0.141980
-0.042794,-0.241025,0.002121,0.228210,0.003924,0.244804
-0.045750,-0.366232,0.001638,0.263639,0.004039,0.369082
-0.044484,-0.489893,0.000783,0.226887,0.003933,0.491909
-0.039105,-0.586371,-0.000556,0.163757,0.003511,0.587674
-0.031915,-0.651738,-0.002216,0.116456,0.002854,0.652523
-0.024628,-0.693261,-0.004036,0.081043,0.002114,0.693710
-0.017921,-0.714839,-0.005775,0.054583,0.001446,0.715087
-0.011999,-0.716425,-0.006979,0.034925,0.000937,0.716559
-0.006941,-0.695480,-0.006881,0.020620,0.000558,0.695549
-0.003286,-0.643261,-0.005798,0.009148,0.000265,0.643296
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.026225,0.074159,0.004872,0.036151,0.001652,0.078810
-0.030952,0.042538,0.004524,0.055953,0.002354,0.052801
-0.034778,-0.000683,0.003893,0.082486,0.002931,0.035002
-0.037679,-0.059753,0.003130,0.117934,0.003352,0.070710
-0.040106,-0.139160,0.002455,0.165245,0.003636,0.144845
-0.042983,-0.242855,0.002030,0.228358,0.003849,0.246638
-0.045488,-0.367726,0.001620,0.263641,0.003993,0.370532
-0.044138,-0.491563,0.000785,0.226781,0.003912,0.493541
-0.038788,-0.588434,-0.000557,0.163671,0.003505,0.589711
-0.031615,-0.654219,-0.002231,0.116374,0.002855,0.654986
-0.024374,-0.696173,-0.004081,0.080950,0.002116,0.696611
-0.017697,-0.718261,-0.005878,0.054461,0.001445,0.718503
-0.011809,-0.720272,-0.007176,0.034741,0.000933,0.720405
-0.006811,-0.699370,-0.007244,0.020304,0.000554,0.699441
-0.003247,-0.646817,-0.006287,0.008941,0.000265,0.646856
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.037725,0.072227,0.004731,0.036702,0.001651,0.081623
-0.039494,0.039181,0.004303,0.056373,0.002320,0.055798
-0.040386,-0.004347,0.003636,0.082817,0.002869,0.040782
-0.040668,-0.063054,0.002894,0.118200,0.003274,0.075087
-0.041165,-0.141626,0.002296,0.165456,0.003560,0.147505
-0.043012,-0.244451,0.001964,0.228519,0.003789,0.248214
-0.045181,-0.368940,0.001610,0.263647,0.003957,0.371700
-0.043786,-0.492883,0.000787,0.226673,0.003895,0.494825
-0.038471,-0.590061,-0.000558,0.163585,0.003500,0.591314
-0.031318,-0.656174,-0.002242,0.116294,0.002856,0.656925
-0.024124,-0.698472,-0.004116,0.080861,0.002119,0.698901
-0.017476,-0.720975,-0.005958,0.054344,0.001445,0.721211
-0.011642,-0.723342,-0.007328,0.034565,0.000930,0.723473
-0.006693,-0.702440,-0.007492,0.019999,0.000550,0.702512
-0.003202,-0.649598,-0.006587,0.008731,0.000263,0.649639
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.056787,0.093867,0.005052,0.028802,0.001032,0.109824
-0.052055,0.066560,0.004686,0.042032,0.001691,0.084628
-0.048424,0.034020,0.004087,0.060359,0.002310,0.059321
-0.045524,-0.008756,0.003391,0.085606,0.002825,0.046482
-0.043109,-0.066524,0.002684,0.120180,0.003212,0.079316
-0.041883,-0.143991,0.002166,0.166878,0.003497,0.149974
-0.042912,-0.245872,0.001917,0.229543,0.003740,0.249596
-0.044851,-0.369965,0.001606,0.264020,0.003927,0.372677
-0.043442,-0.493977,0.000790,0.226579,0.003881,0.495884
-0.038166,-0.591414,-0.000559,0.163517,0.003496,0.592644
-0.031038,-0.657802,-0.002251,0.116238,0.002857,0.658538
-0.023886,-0.700393,-0.004145,0.080805,0.002120,0.700812
-0.017267,-0.723244,-0.006021,0.054277,0.001445,0.723475
-0.011504,-0.725923,-0.007449,0.034469,0.000927,0.726052
-0.006596,-0.704975,-0.007659,0.019834,0.000547,0.705047
-0.003162,-0.652011,-0.006767,0.008613,0.000263,0.652054
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.075156,0.076195,0.005070,0.044379,0.001210,0.107144
-0.064497,0.055373,0.004485,0.055053,0.001774,0.085125
-0.056501,0.026357,0.003818,0.071113,0.002320,0.062463
-0.050083,-0.014313,0.003125,0.094364,0.002789,0.052182
-0.045096,-0.070454,0.002474,0.126921,0.003155,0.083687
-0.042313,-0.146460,0.002048,0.171802,0.003438,0.152463
-0.042680,-0.247250,0.001880,0.233132,0.003694,0.250914
-0.044473,-0.370915,0.001606,0.265494,0.003899,0.373575
-0.043084,-0.495001,0.000793,0.226522,0.003868,0.496873
-0.037856,-0.592703,-0.000559,0.163492,0.003492,0.593911
-0.030763,-0.659368,-0.002259,0.116236,0.002858,0.660089
-0.023655,-0.702245,-0.004170,0.080826,0.002122,0.702656
-0.017066,-0.725432,-0.006079,0.054322,0.001444,0.725658
-0.011382,-0.728420,-0.007558,0.034553,0.000924,0.728548
-0.006498,-0.707384,-0.007803,0.019991,0.000545,0.707457
-0.003112,-0.654428,-0.006933,0.008728,0.000264,0.654472
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.083699,0.056702,0.004470,0.068949,0.001445,0.101196
-0.073241,0.041207,0.004020,0.076686,0.001893,0.084133
-0.063129,0.015984,0.003433,0.089812,0.002346,0.065211
-0.053917,-0.021786,0.002796,0.110253,0.002754,0.058220
-0.046559,-0.075451,0.002239,0.140279,0.003093,0.088689
-0.042371,-0.149373,0.001927,0.182524,0.003373,0.155278
-0.042226,-0.248744,0.001847,0.241160,0.003643,0.252309
-0.043971,-0.371901,0.001608,0.268897,0.003868,0.374495
-0.042649,-0.496104,0.000797,0.226495,0.003854,0.497935
-0.037494,-0.594138,-0.000559,0.163494,0.003488,0.595320
-0.030454,-0.661141,-0.002267,0.116266,0.002860,0.661846
-0.023403,-0.704355,-0.004196,0.080885,0.002125,0.704756
-0.016848,-0.727934,-0.006141,0.054421,0.001444,0.728155
-0.011251,-0.731296,-0.007678,0.034718,0.000921,0.731423
-0.006375,-0.710169,-0.007976,0.020291,0.000542,0.710242
-0.003042,-0.657087,-0.007165,0.008937,0.000265,0.657133
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.098364,0.043217,0.004107,0.100938,0.001429,0.107518
-0.089015,0.036878,0.003816,0.103998,0.001705,0.096427
-0.078339,0.024127,0.003414,0.109431,0.002030,0.082041
-0.066899,0.002280,0.002914,0.119142,0.002378,0.067001
-0.055851,-0.031831,0.002388,0.135548,0.002716,0.064329
-0.046860,-0.081947,0.001977,0.161710,0.003020,0.094419
-0.041734,-0.152925,0.001806,0.200737,0.003296,0.158528
-0.041384,-0.250415,0.001819,0.255984,0.003582,0.253818
-0.043247,-0.372952,0.001614,0.275318,0.003831,0.375454
-0.042076,-0.497336,0.000803,0.226491,0.003836,0.499113
-0.037036,-0.595805,-0.000559,0.163512,0.003483,0.596955
-0.030075,-0.663242,-0.002276,0.116306,0.002861,0.663927
-0.023105,-0.706872,-0.004224,0.080953,0.002128,0.707262
-0.016597,-0.730934,-0.006212,0.054530,0.001445,0.731149
-0.011107,-0.734783,-0.007820,0.034895,0.000917,0.734909
-0.006237,-0.713586,-0.008192,0.020604,0.000537,0.713660
-0.002976,-0.660209,-0.007473,0.009142,0.000265,0.660258
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.100144,0.021989,0.003611,0.145577,0.001556,0.102593
-0.092835,0.019770,0.003303,0.147193,0.001735,0.094974
-0.085236,0.014504,0.003024,0.149452,0.001917,0.086514
-0.075808,0.004072,0.002689,0.153386,0.002138,0.075965
-0.065033,-0.014299,0.002305,0.160541,0.002391,0.066627
-0.054123,-0.044097,0.001944,0.173178,0.002659,0.069840
-0.045017,-0.089789,0.001716,0.194400,0.002928,0.100457
-0.039914,-0.157020,0.001697,0.228423,0.003201,0.162022
-0.039922,-0.252179,0.001802,0.279546,0.003508,0.255326
-0.042184,-0.374014,0.001625,0.286173,0.003787,0.376389
-0.041298,-0.498676,0.000812,0.226515,0.003815,0.500384
-0.036442,-0.597704,-0.000557,0.163555,0.003477,0.598814
-0.029601,-0.665688,-0.002284,0.116374,0.002864,0.666350
-0.022745,-0.709825,-0.004257,0.081055,0.002132,0.710202
-0.016301,-0.734473,-0.006293,0.054685,0.001445,0.734681
-0.010953,-0.738947,-0.007990,0.035141,0.000912,0.739071
-0.006096,-0.717716,-0.008467,0.021029,0.000531,0.717792
-0.002921,-0.663986,-0.007862,0.009414,0.000264,0.664039
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.082954,0.001918,0.002595,0.203767,0.001781,0.083016
-0.077716,-0.001473,0.002379,0.204985,0.001896,0.077766
-0.072158,-0.006627,0.002181,0.206700,0.002013,0.072494
-0.065024,-0.015727,0.001956,0.209636,0.002160,0.066927
-0.056559,-0.031286,0.001727,0.214979,0.002342,0.064659
-0.047690,-0.057026,0.001550,0.224630,0.002556,0.074355
-0.040184,-0.098110,0.001499,0.241473,0.002799,0.106031
-0.036384,-0.161190,0.001618,0.269557,0.003077,0.165253
-0.037545,-0.253779,0.001800,0.310528,0.003415,0.256548
-0.040624,-0.374951,0.001643,0.298309,0.003732,0.377149
-0.040224,-0.500060,0.000823,0.226576,0.003790,0.501676
-0.035654,-0.599814,-0.000554,0.163636,0.003471,0.600873
-0.028996,-0.668485,-0.002293,0.116486,0.002867,0.669117
-0.022295,-0.713240,-0.004294,0.081215,0.002138,0.713601
-0.015938,-0.738594,-0.006389,0.054922,0.001447,0.738794
-0.010774,-0.743878,-0.008196,0.035510,0.000906,0.744001
-0.005937,-0.722692,-0.008827,0.021649,0.000523,0.722770
-0.002858,-0.668590,-0.008369,0.009807,0.000263,0.668648
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.059610,-0.015305,0.001720,0.275733,0.001801,0.061568
-0.056176,-0.019247,0.001601,0.276678,0.001874,0.059403
-0.052593,-0.024276,0.001497,0.278007,0.001951,0.057945
-0.048016,-0.032423,0.001392,0.280248,0.002055,0.057954
-0.042528,-0.045943,0.001305,0.284302,0.002194,0.062619
