U:0,U:1,U:2,nWall:0,nWall:1,nWall:2,nut,yWall,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
0.584848,1.09823,-0.00233366,-1,2.21885e-16,-2.21867e-16,0.0069329,0.163755,0.159625,1.45321,1.2192,86,0,1
0.731573,1.05461,-0.0149604,-1,2.21885e-16,-2.21867e-16,0.00790985,0.226758,0.221418,1.45325,1.2192,87,0,1
0.851129,1.01605,-0.0227577,-0.75,-0.25,-1.664e-16,0.00833312,0.303077,0.303811,1.45332,1.2192,88,0,1
0.918216,0.999712,-0.0251112,-0.25,-0.75,-5.54667e-17,0.00835318,0.32709,0.386167,1.4534,1.2192,89,0,1
0.94425,1.00187,-0.0248264,0,-1,0,0.00835957,0.294909,0.447905,1.45346,1.2192,90,0,1
0.950054,1.01239,-0.0236302,0,-1,0,0.00839991,0.269523,0.494186,1.4535,1.2192,91,0,1
0.947811,1.02581,-0.0220271,0,-1,0,0.00837744,0.254606,0.528878,1.45352,1.2192,92,0,1
0.942929,1.03883,-0.0205016,0,-1,0,0.00824702,0.246201,0.554886,1.45351,1.2192,93,0,1
0.937379,1.04972,-0.0191905,0,-1,0,0.00802692,0.241631,0.57439,1.45347,1.2192,94,0,1
0.931894,1.05789,-0.018017,0,-1,0,0.00775567,0.239216,0.589026,1.45339,1.2192,95,0,1
0.926802,1.0634,-0.0169663,0,-1,0,0.00746569,0.237962,0.600025,1.45327,1.2192,96,0,1
0.920857,1.06702,-0.0158055,0,-1,0,0.00711074,0.237282,0.608307,1.45311,1.2192,97,0,1
0.911203,1.06627,-0.0142331,0,-1,0,0.0066186,0.236936,0.621934,1.45293,1.2192,98,0,1
0.893868,1.05356,-0.0121714,0,-1,0,0.00602097,0.236746,0.638153,1.45273,1.2192,99,0,1
0.862694,1.01898,-0.00965959,0,-1,0,0.00541376,0.236562,0.657438,1.45254,1.2192,100,0,1
0.809335,0.95283,-0.00683588,0,-1,0,0.00489616,0.236396,0.680357,1.45236,1.2192,101,0,1
0.725316,0.850524,-0.00393032,0,-1,0,0.00453916,0.236255,0.707587,1.45221,1.2192,102,0,1
0.518636,0.718137,0.00204435,0,-1,0,0.00353539,0.181279,0.707575,1.39781,1.2192,103,0,1
0.606911,0.716687,-0.00117595,0,-1,0,0.00436591,0.236142,0.739939,1.45209,1.2192,104,0,1
0.349345,0.541536,0.00477701,0,-1,0,0.00348597,0.18116,0.739939,1.39767,1.2192,105,0,1
0.459464,0.564211,0.00140548,0,-1,0,0.00437734,0.236057,0.778382,1.45199,1.2192,106,0,1
0.173878,0.37301,0.0073084,0,-1,0,0.00365776,0.181074,0.778388,1.39757,1.2192,107,0,1
0.302589,0.412818,0.00383401,0,-1,0,0.00460758,0.236,0.824069,1.45191,1.2192,108,0,1
0.0359948,0.243279,0.00899735,0,-1,0,0.00413149,0.181021,0.824079,1.3975,1.2192,109,0,1
0,0,0,-1,2.21885e-16,-2.21867e-16,1.03946e-05,2.22045e-16,6.8904e-17,1.52964,1.2192,110,0,1
0.0323319,1.08372,0.0392169,-1,2.21885e-16,-2.21867e-16,0.000304972,0.0100919,0.00720879,1.52005,1.2192,111,0,1
0.0712965,1.13578,0.0433292,-1,2.21885e-16,-2.21867e-16,0.000902651,0.0221066,0.0182353,1.52006,1.2192,112,0,1
0.131855,1.14373,0.041766,-1,2.21885e-16,-2.21867e-16,0.00187942,0.0358346,0.0329191,1.52006,1.2192,113,0,1
0.207575,1.14262,0.0372678,-1,2.21885e-16,-2.21867e-16,0.00304691,0.0551766,0.0524808,1.52007,1.2192,114,0,1
0.305649,1.13354,0.0291963,-1,2.21885e-16,-2.21867e-16,0.00430833,0.0814363,0.0785529,1.52008,1.2192,115,0,1
0.425547,1.11487,0.0166648,-1,2.21885e-16,-2.21867e-16,0.00560877,0.116699,0.113312,1.5201,1.2192,116,0,1
0.561403,1.08236,0.00233602,-1,2.21885e-16,-2.21867e-16,0.00686921,0.163867,0.159658,1.52013,1.2192,117,0,1
0.704329,1.03684,-0.0102458,-1,2.21885e-16,-2.21867e-16,0.00790395,0.226856,0.221457,1.52016,1.2192,118,0,1
0.825062,0.993897,-0.018506,-1,2.21885e-16,-2.21867e-16,0.00844076,0.304037,0.303863,1.52021,1.2192,119,0,1
0.899529,0.970578,-0.0217416,-0.5,-0.5,-1.10933e-16,0.0085418,0.355139,0.386241,1.52027,1.2192,120,0,1
0.936309,0.964769,-0.0224478,0,-1,0,0.00854175,0.351729,0.447985,1.52032,1.2192,121,0,1
0.952741,0.967177,-0.0221937,0,-1,0,0.00855759,0.330644,0.494272,1.52036,1.2192,122,0,1
