U:0,U:1,U:2,grad(T):0,grad(T):1,grad(T):2,nWall:0,nWall:1,nWall:2,nut,yWall,Points:0,Points:1,Points:2,Point ID,Block Number
-0.0069273,-0.396389,-0.00381141,11.2409,-0.491154,-0.181438,1,0,0,0.000641347,0.0358873,2.40552,0.918951,1.2192,1018,1
-0.00390511,-0.375557,-0.00307385,15.0059,-4.3977,0.48532,1,0,0,0.000378524,0.022219,2.42021,0.91895,1.2192,1019,1
-0.00222136,-0.32997,-0.00152368,24.0693,4.19225,-0.45269,1,0,0,0.000148071,0.0101593,2.43121,0.918949,1.2192,1020,1
0,0,0,461.858,16.5594,-2.52878,1,0,0,0,2.22045e-16,2.4384,0.909309,1.2192,1021,1
-0.00555174,0.0428137,0.00529433,-30.0268,0.435561,-0.0648617,-1,0,0,0.00121824,0.0355714,1.8618,0.985945,1.2192,1022,1
-0.00882172,0.0240196,0.00509874,-16.7745,0.279399,0.00653648,-1,0,0,0.00179973,0.0551505,1.88147,0.985969,1.2192,1023,1
-0.0129638,-0.00227336,0.0047364,-10.5557,0.157087,0.0763891,-1,0,0,0.00233923,0.081623,1.90767,0.985987,1.2192,1024,1
-0.0181157,-0.0387491,0.0041782,-6.97297,0.131954,0.13875,-1,0,0,0.00276266,0.117099,1.9426,0.985998,1.2192,1025,1
-0.02387,-0.0883228,0.00340751,-4.70711,0.236922,0.18669,-1,0,0,0.00302105,0.164496,1.98914,0.985999,1.2192,1026,1
-0.0291,-0.152983,0.0024758,-3.47487,0.352184,0.226526,-1,0,0,0.00310189,0.227744,2.05117,0.98599,1.2192,1027,1
-0.0316575,-0.229174,0.00147997,-3.06108,0.289474,0.25633,0,0,0,0.00301927,0.263624,2.13387,0.98597,1.2192,1028,1
-0.029926,-0.302261,0.000407305,-2.79442,0.0938874,0.246873,1,0,0,0.00277392,0.227221,2.21655,0.985946,1.2192,1029,1
-0.0252935,-0.356947,-0.000797785,-2.14008,-0.077294,0.190801,1,0,0,0.00237371,0.164021,2.27853,0.985928,1.2192,1030,1
-0.0200415,-0.391367,-0.00205805,-0.962842,-0.203378,0.108293,1,0,0,0.0018746,0.116697,2.32499,0.985914,1.2192,1031,1
-0.0150995,-0.410034,-0.00320533,1.02001,-0.30963,0.0107777,1,0,0,0.00137443,0.0813045,2.35983,0.985904,1.2192,1032,1
-0.010894,-0.415334,-0.00400697,4.44787,-0.408996,-0.0921835,1,0,0,0.000960546,0.0549192,2.38595,0.985897,1.2192,1033,1
-0.00720116,-0.408089,-0.00422317,10.9522,-0.50048,-0.186402,1,0,0,0.00064598,0.0354218,2.40553,0.985893,1.2192,1034,1
-0.00408988,-0.387112,-0.00359394,15.4141,-3.72327,0.188525,1,0,0,0.000381303,0.0214505,2.42021,0.98589,1.2192,1035,1
-0.00216899,-0.340214,-0.00213809,24.3774,3.9903,-0.0883083,1,0,0,0.000149859,0.00967606,2.43121,0.985888,1.2192,1036,1
0,0,0,471.118,14.7413,-1.264,1,0,0,0,2.22045e-16,2.4384,0.978069,1.2192,1037,1
-0.00607877,0.0367216,0.00526409,-30.5233,-0.0961134,-0.00663744,-1,0,0,0.00119211,0.03529,1.86184,1.04028,1.2192,1038,1
-0.00969163,0.018383,0.00500444,-17.0676,-0.189317,0.0617583,-1,0,0,0.00175563,0.0550017,1.88152,1.04031,1.2192,1039,1
-0.0142978,-0.00740752,0.00457301,-10.647,-0.196258,0.123438,-1,0,0,0.00227021,0.0815519,1.90774,1.04033,1.2192,1040,1
-0.0198969,-0.0434479,0.00394521,-6.86972,-0.0467926,0.171348,-1,0,0,0.00266559,0.117074,1.94267,1.04035,1.2192,1041,1
-0.0258558,-0.0927554,0.00313947,-4.53398,0.233608,0.204175,-1,0,0,0.0029044,0.164496,1.98921,1.04034,1.2192,1042,1
-0.0308797,-0.157318,0.00225579,-3.41181,0.425875,0.238303,-1,0,0,0.00299104,0.227755,2.05123,1.04033,1.2192,1043,1
-0.0329773,-0.233798,0.00136624,-3.15112,0.343224,0.268491,0,0,0,0.00294246,0.263591,2.13392,1.0403,1.2192,1044,1
-0.030812,-0.307616,0.00036847,-2.94362,0.118073,0.257136,1,0,0,0.00273698,0.22714,2.21658,1.04027,1.2192,1045,1
-0.0259027,-0.363148,-0.00082892,-2.28972,-0.0638867,0.197885,1,0,0,0.00236352,0.163933,2.27855,1.04024,1.2192,1046,1
-0.0204664,-0.398393,-0.00212905,-1.11857,-0.19306,0.111169,1,0,0,0.0018785,0.116588,2.32501,1.04022,1.2192,1047,1
-0.0154214,-0.417896,-0.00335138,0.81948,-0.29996,0.012765,1,0,0,0.00138348,0.0811589,2.35984,1.04021,1.2192,1048,1
-0.0111303,-0.424054,-0.00425042,4.19536,-0.403486,-0.0912884,1,0,0,0.000968305,0.054709,2.38595,1.0402,1.2192,1049,1
-0.00743828,-0.417566,-0.00455536,10.6795,-0.502332,-0.190178,1,0,0,0.000650523,0.0350955,2.40553,1.04019,1.2192,1050,1
-0.00429953,-0.396843,-0.00396089,14.8078,-2.64303,0.119722,1,0,0,0.000382356,0.0208992,2.42021,1.04019,1.2192,1051,1
-0.00215521,-0.34911,-0.00253537,22.213,3.21315,-0.074525,1,0,0,0.000150089,0.00932545,2.43121,1.04018,1.2192,1052,1
0,0,0,478.871,11.0522,-1.11464,1,0,0,0,2.22045e-16,2.4384,1.03384,1.2192,1053,1
-0.00695157,0.0326412,0.00525133,-30.7753,-0.765659,0.046869,-1,0,0,0.00117573,0.0351423,1.8619,1.08437,1.2192,1054,1
-0.0111103,0.0148067,0.00491623,-17.1102,-0.747806,0.111062,-1,0,0,0.00172167,0.0549531,1.8816,1.08442,1.2192,1055,1
-0.0163122,-0.0105766,0.00440632,-10.4819,-0.568355,0.16158,-1,0,0,0.00220975,0.0815597,1.90783,1.08444,1.2192,1056,1
-0.0222895,-0.0464278,0.00370978,-6.56312,-0.181837,0.192931,-1,0,0,0.00257675,0.117113,1.94277,1.08445,1.2192,1057,1
-0.0281549,-0.0957579,0.00288858,-4.26451,0.282715,0.212816,-1,0,0,0.00279988,0.164547,1.9893,1.08445,1.2192,1058,1
-0.032619,-0.160438,0.0020766,-3.33577,0.517049,0.245447,-1,0,0,0.002897,0.227804,2.05132,1.08442,1.2192,1059,1
-0.0340526,-0.237268,0.00129282,-3.24054,0.392106,0.277896,0,0,0,0.00288082,0.263574,2.13398,1.08438,1.2192,1060,1
-0.0314184,-0.31172,0.000354483,-3.07611,0.137234,0.265015,1,0,0,0.00270879,0.227065,2.21662,1.08434,1.2192,1061,1
-0.0262681,-0.36794,-0.000840995,-2.41589,-0.0536869,0.203343,1,0,0,0.00235702,0.16386,2.27858,1.0843,1.2192,1062,1
-0.0206912,-0.403851,-0.00217588,-1.25059,-0.18617,0.114744,1,0,0,0.00188351,0.116507,2.32503,1.08427,1.2192,1063,1
-0.0155827,-0.42403,-0.00346299,0.620755,-0.288306,0.0200228,1,0,0,0.0013927,0.0810575,2.35985,1.08426,1.2192,1064,1
-0.0112498,-0.430909,-0.00445098,3.95366,-0.393571,-0.0858977,1,0,0,0.000976192,0.0545672,2.38596,1.08424,1.2192,1065,1
-0.00759423,-0.42513,-0.00484179,10.4417,-0.502329,-0.192549,1,0,0,0.000655101,0.0348771,2.40553,1.08423,1.2192,1066,1
-0.00446541,-0.40486,-0.00426711,14.2569,-1.85271,0.119562,1,0,0,0.000383651,0.0205246,2.42021,1.08423,1.2192,1067,1
-0.00217158,-0.356843,-0.0028566,20.546,2.4374,-0.0606292,1,0,0,0.000150625,0.00908502,2.43121,1.08423,1.2192,1068,1
0,0,0,486.019,7.94848,-1.09392,1,0,0,0,2.22045e-16,2.4384,1.07908,1.2192,1069,1
-0.00840024,0.0305966,0.00525638,-30.6962,-1.68302,0.0963279,-1,0,0,0.00116996,0.0351084,1.86201,1.12019,1.2192,1070,1
-0.0133432,0.0131299,0.00482651,-16.8521,-1.42539,0.154499,-1,0,0,0.00169614,0.0549961,1.88173,1.12023,1.2192,1071,1
-0.0191929,-0.0122009,0.00422863,-10.0494,-0.938538,0.190756,-1,0,0,0.00215467,0.0816421,1.90798,1.12026,1.2192,1072,1
-0.0253054,-0.0482941,0.00347175,-6.08736,-0.249618,0.204656,-1,0,0,0.00249453,0.117211,1.94291,1.12026,1.2192,1073,1
-0.0306539,-0.0979507,0.00266053,-3.94726,0.383018,0.21508,-1,0,0,0.00270782,0.164645,1.98943,1.12025,1.2192,1074,1
-0.0342203,-0.162857,0.00193806,-3.27115,0.615607,0.24988,-1,0,0,0.00281909,0.22789,2.05143,1.12021,1.2192,1075,1
-0.0348684,-0.239988,0.00125101,-3.33148,0.433521,0.285333,0,0,0,0.00283188,0.26357,2.13406,1.12015,1.2192,1076,1
-0.0317828,-0.314926,0.00035449,-3.19201,0.151914,0.271038,1,0,0,0.00268697,0.226989,2.21668,1.12009,1.2192,1077,1
-0.0264364,-0.371675,-0.000843524,-2.52124,-0.0460644,0.207514,1,0,0,0.0023527,0.163796,2.27861,1.12004,1.2192,1078,1
-0.0207559,-0.408109,-0.00220715,-1.36268,-0.182181,0.119117,1,0,0,0.00188867,0.116444,2.32505,1.12001,1.2192,1079,1
-0.0156114,-0.428822,-0.00354888,0.438625,-0.276908,0.0301681,1,0,0,0.00140144,0.0809848,2.35986,1.11999,1.2192,1080,1
-0.0112655,-0.436286,-0.00461579,3.73725,-0.381838,-0.0786541,1,0,0,0.000983784,0.0544703,2.38596,1.11997,1.2192,1081,1
-0.00765889,-0.43112,-0.00509156,10.2352,-0.501569,-0.194108,1,0,0,0.000659615,0.0347307,2.40553,1.11996,1.2192,1082,1
-0.00455898,-0.411354,-0.00454975,13.8763,-1.33982,0.119063,1,0,0,0.000385369,0.020272,2.42021,1.11995,1.2192,1083,1
-0.00218617,-0.363403,-0.00317402,19.4783,1.75468,-0.0538212,1,0,0,0.000151609,0.00892201,2.43121,1.11995,1.2192,1084,1
0,0,0,492.449,5.57966,-1.08382,1,0,0,0,2.22045e-16,2.4384,1.11578,1.2192,1085,1
-0.0110258,0.0305326,0.0052204,-30.0128,-2.95697,0.147713,-1,0,0,0.0011746,0.0351914,1.86218,1.1493,1.2192,1086,1
-0.0168768,0.0129953,0.00470163,-16.1639,-2.21553,0.194196,-1,0,0,0.00167586,0.0551358,1.88193,1.14934,1.2192,1087,1
-0.0231369,-0.0128569,0.00402444,-9.32641,-1.25942,0.211603,-1,0,0,0.00210254,0.0818018,1.90818,1.14935,1.2192,1088,1
-0.0288646,-0.0496454,0.00323102,-5.48498,-0.227304,0.208174,-1,0,0,0.00241944,0.117369,1.9431,1.14934,1.2192,1089,1
-0.0331864,-0.099802,0.00245937,-3.62706,0.524969,0.21337,-1,0,0,0.00262932,0.164788,1.9896,1.14931,1.2192,1090,1
-0.0355985,-0.164895,0.00183573,-3.23148,0.711562,0.252947,-1,0,0,0.0027562,0.228008,2.05156,1.14925,1.2192,1091,1
-0.0354346,-0.242195,0.0012312,-3.42212,0.466647,0.291274,0,0,0,0.00279324,0.263576,2.13416,1.14918,1.2192,1092,1
-0.0319519,-0.317462,0.000361867,-3.29175,0.162847,0.275611,1,0,0,0.00266983,0.22691,2.21674,1.1491,1.2192,1093,1
-0.0264568,-0.374608,-0.000841291,-2.60846,-0.0404823,0.210668,1,0,0,0.00234967,0.163735,2.27865,1.14904,1.2192,1094,1
-0.0207049,-0.411447,-0.00222859,-1.45113,-0.178338,0.121337,1,0,0,0.00189351,0.116392,2.32507,1.149,1.2192,1095,1
-0.0155442,-0.432575,-0.0036158,0.316678,-0.269609,0.0333729,1,0,0,0.00140936,0.0809307,2.35987,1.14897,1.2192,1096,1
-0.0112026,-0.440507,-0.00475035,3.58249,-0.37464,-0.0764532,1,0,0,0.000990792,0.054403,2.38597,1.14895,1.2192,1097,1
-0.0076452,-0.435848,-0.00530672,10.0574,-0.499811,-0.195097,1,0,0,0.000663919,0.0346323,2.40554,1.14894,1.2192,1098,1
-0.00458398,-0.416557,-0.00481635,13.5935,-1.00631,0.118462,1,0,0,0.000387286,0.0201026,2.42021,1.14893,1.2192,1099,1
-0.00218799,-0.368848,-0.0034998,18.7886,1.20928,-0.0512313,1,0,0,0.000152787,0.00881241,2.43122,1.14893,1.2192,1100,1
0,0,0,498.052,3.8396,-1.08011,1,0,0,0,2.22045e-16,2.4384,1.14554,1.2192,1101,1
-0.0157351,0.0322147,0.00508525,-28.2584,-4.5639,0.206272,-1,0,0,0.00118579,0.0354211,1.86248,1.17299,1.2192,1102,1
-0.0222048,0.0137547,0.00451817,-14.896,-3.01414,0.230368,-1,0,0,0.00165632,0.0553879,1.88223,1.17301,1.2192,1103,1
-0.0281546,-0.0132539,0.0037894,-8.31962,-1.45189,0.224083,-1,0,0,0.00205301,0.0820437,1.90845,1.173,1.2192,1104,1
-0.032734,-0.0509989,0.00299356,-4.81685,-0.103142,0.205248,-1,0,0,0.00235378,0.117586,1.94334,1.17296,1.2192,1105,1
-0.0355575,-0.1016,0.00228852,-3.34167,0.691182,0.209683,-1,0,0,0.0025652,0.164974,1.9898,1.17291,1.2192,1106,1
-0.0366996,-0.166714,0.00176306,-3.22059,0.796979,0.255426,-1,0,0,0.00270659,0.228155,2.05173,1.17283,1.2192,1107,1
-0.035783,-0.244025,0.00122433,-3.50925,0.491713,0.296039,0,0,0,0.00276276,0.26359,2.13428,1.17273,1.2192,1108,1
-0.0319757,-0.319489,0.000372374,-3.37631,0.170679,0.279079,1,0,0,0.00265618,0.226827,2.21681,1.17263,1.2192,1109,1
-0.0263765,-0.376925,-0.000836587,-2.68017,-0.0365317,0.213058,1,0,0,0.0023474,0.163677,2.2787,1.17256,1.2192,1110,1
-0.0205803,-0.414074,-0.00224379,-1.52297,-0.175554,0.123056,1,0,0,0.00189781,0.116346,2.3251,1.17251,1.2192,1111,1
-0.0154168,-0.435526,-0.00366849,0.237035,-0.266,0.0316093,1,0,0,0.00141632,0.0808885,2.35989,1.17248,1.2192,1112,1
-0.0110875,-0.443833,-0.00485969,3.47523,-0.370508,-0.0789469,1,0,0,0.000997039,0.054355,2.38598,1.17246,1.2192,1113,1
-0.00756628,-0.439583,-0.00548923,9.90609,-0.496733,-0.195705,1,0,0,0.00066787,0.0345653,2.40554,1.17244,1.2192,1114,1
-0.00455231,-0.420717,-0.00508584,13.372,-0.7878,0.117788,1,0,0,0.000389206,0.0199887,2.42021,1.17243,1.2192,1115,1
-0.00218634,-0.37334,-0.00385503,18.3359,0.798524,-0.0511187,1,0,0,0.000153979,0.00873849,2.43122,1.17243,1.2192,1116,1
0,0,0,502.86,2.59615,-1.08009,1,0,0,0,2.22045e-16,2.4384,1.16968,1.2192,1117,1
-0.0236372,0.0346689,0.00488792,-25.0947,-6.27756,0.266984,-1,0,0,0.00119474,0.035854,1.86295,1.1923,1.2192,1118,1
-0.0295039,0.0143945,0.00428838,-12.998,-3.61479,0.258364,-1,0,0,0.00163526,0.055769,1.88265,1.19227,1.2192,1119,1
-0.0339182,-0.0140887,0.00353647,-7.10934,-1.44032,0.227377,-1,0,0,0.00200909,0.0823671,1.9088,1.19221,1.2192,1120,1
-0.0365485,-0.0526748,0.002771,-4.16128,0.110192,0.197792,-1,0,0,0.00230029,0.117856,1.94363,1.19215,1.2192,1121,1
-0.037594,-0.103446,0.00214985,-3.11626,0.860937,0.205501,-1,0,0,0.00251512,0.165192,1.99004,1.19207,1.2192,1122,1
-0.0375085,-0.168361,0.00171439,-3.23487,0.867658,0.257692,-1,0,0,0.002668,0.228323,2.05191,1.19197,1.2192,1123,1
-0.0359567,-0.245551,0.0012255,-3.58982,0.509897,0.299866,0,0,0,0.00273854,0.26361,2.1344,1.19184,1.2192,1124,1
-0.0319034,-0.321111,0.000383447,-3.44709,0.176112,0.28172,1,0,0,0.00264515,0.226741,2.21689,1.19172,1.2192,1125,1
-0.0262373,-0.378757,-0.000831435,-2.73883,-0.0337957,0.21488,1,0,0,0.00234561,0.163619,2.27874,1.19164,1.2192,1126,1
-0.0204172,-0.416141,-0.002255,-1.58112,-0.173505,0.124375,1,0,0,0.0019015,0.116304,2.32512,1.19159,1.2192,1127,1
-0.015261,-0.437845,-0.00371039,0.166947,-0.260768,0.028423,1,0,0,0.00142229,0.080853,2.35991,1.19155,1.2192,1128,1
-0.0109458,-0.446453,-0.00494815,3.3827,-0.364451,-0.0826672,1,0,0,0.00100246,0.0543177,2.38599,1.19152,1.2192,1129,1
-0.00744915,-0.442537,-0.00563917,9.77857,-0.492598,-0.19613,1,0,0,0.000671385,0.0345156,2.40555,1.19151,1.2192,1130,1
-0.00448744,-0.424011,-0.00533184,13.1886,-0.637191,0.117008,1,0,0,0.000391011,0.0199054,2.42021,1.1915,1.2192,1131,1
-0.00218039,-0.376971,-0.00417987,18.0306,0.485274,-0.0522341,1,0,0,0.00015503,0.00868251,2.43122,1.19149,1.2192,1132,1
0,0,0,507.482,1.68233,-1.08177,1,0,0,0,2.22045e-16,2.4384,1.18929,1.2192,1133,1
-0.0350215,0.0361908,0.00467534,-20.4875,-7.50256,0.314863,-1,0,0,0.00119417,0.036476,1.86364,1.20805,1.2192,1134,1
-0.0381674,0.0137829,0.00403318,-10.598,-3.78476,0.272224,-1,0,0,0.00161751,0.0562406,1.88316,1.20793,1.2192,1135,1
-0.0397556,-0.0158209,0.00328402,-5.85617,-1.21234,0.221787,-1,0,0,0.00197587,0.0827356,1.9092,1.20782,1.2192,1136,1
-0.0399305,-0.0547472,0.00257415,-3.5929,0.368358,0.187956,-1,0,0,0.00226029,0.118148,1.94394,1.20772,1.2192,1137,1
-0.0391958,-0.105314,0.00204213,-2.95892,1.00752,0.201732,-1,0,0,0.00247738,0.165423,1.99028,1.20761,1.2192,1138,1
-0.0380502,-0.169842,0.00168381,-3.26679,0.914564,0.259836,-1,0,0,0.00263803,0.228498,2.05209,1.20749,1.2192,1139,1
-0.0360036,-0.246826,0.00123107,-3.66184,0.517574,0.302921,0,0,0,0.00271913,0.263631,2.13453,1.20734,1.2192,1140,1
-0.031775,-0.322419,0.000393777,-3.50574,0.177773,0.283726,1,0,0,0.00263616,0.226654,2.21696,1.20721,1.2192,1141,1
-0.0260694,-0.380217,-0.000826696,-2.7866,-0.0314635,0.216273,1,0,0,0.00234415,0.163562,2.27879,1.20712,1.2192,1142,1
-0.0202396,-0.417782,-0.00226356,-1.62297,-0.167612,0.126646,1,0,0,0.00190462,0.116263,2.32515,1.20706,1.2192,1143,1
-0.0150981,-0.439685,-0.00374385,0.111516,-0.248818,0.0256384,1,0,0,0.00142734,0.0808188,2.35992,1.20702,1.2192,1144,1
-0.0107981,-0.448537,-0.00501947,3.30448,-0.351363,-0.0871082,1,0,0,0.00100708,0.0542821,2.386,1.20699,1.2192,1145,1
-0.00733578,-0.444891,-0.00575892,9.67248,-0.479548,-0.196518,1,0,0,0.000674459,0.0344686,2.40555,1.20697,1.2192,1146,1
-0.00443508,-0.426611,-0.00551245,13.0288,-0.50197,0.116159,1,0,0,0.000392667,0.0198267,2.42022,1.20696,1.2192,1147,1
-0.00217974,-0.379863,-0.00439877,17.8665,0.194124,-0.0528134,1,0,0,0.000155661,0.00861857,2.43122,1.20696,1.2192,1148,1
0,0,0,514.721,0.853069,-1.08174,1,0,0,0,2.22045e-16,2.4384,1.20541,1.2192,1149,1
-0.0526016,0.0516534,0.00513809,-23.854,-11.955,0.541257,-1,0,0,0.000780991,0.025122,1.85021,1.22118,1.2192,1150,1
-0.0495792,0.0337961,0.00449252,-14.7742,-7.52168,0.336567,-1,0,0,0.00121521,0.0385615,1.86437,1.22084,1.2192,1151,1
-0.0473308,0.0109761,0.00376231,-8.07779,-3.41106,0.269394,-1,0,0,0.00161508,0.0576427,1.88366,1.22063,1.2192,1152,1
-0.0451186,-0.0185915,0.00303941,-4.71299,-0.817079,0.209072,-1,0,0,0.00195565,0.0837213,1.90957,1.22047,1.2192,1153,1
-0.042724,-0.0571669,0.00240332,-3.1392,0.626912,0.177321,-1,0,0,0.00223161,0.118863,1.94423,1.22034,1.2192,1154,1
-0.0403879,-0.107185,0.00195902,-2.86009,1.11164,0.198735,-1,0,0,0.00244852,0.165948,1.99051,1.22021,1.2192,1155,1
-0.0383836,-0.171197,0.00166554,-3.31012,0.928529,0.261948,-1,0,0,0.00261391,0.228882,2.05227,1.22008,1.2192,1156,1
-0.0359665,-0.247928,0.00123876,-3.7265,0.508912,0.305447,0,0,0,0.00270303,0.263742,2.13464,1.21992,1.2192,1157,1
-0.0316173,-0.323524,0.000403002,-3.55533,0.173437,0.285293,1,0,0,0.00262862,0.226575,2.21703,1.21977,1.2192,1158,1
-0.0258913,-0.381442,-0.00082261,-2.82623,-0.0289356,0.217344,1,0,0,0.00234292,0.163511,2.27883,1.21967,1.2192,1159,1
-0.0200623,-0.419155,-0.00227043,-1.65365,-0.15651,0.129231,1,0,0,0.00190726,0.11623,2.32518,1.21961,1.2192,1160,1
-0.0149389,-0.441229,-0.00377085,0.077629,-0.231953,0.025678,1,0,0,0.00143161,0.0807937,2.35993,1.21956,1.2192,1161,1
-0.0106586,-0.450282,-0.00507704,3.249,-0.330547,-0.0891924,1,0,0,0.00101104,0.0542594,2.386,1.21954,1.2192,1162,1
-0.00724918,-0.446861,-0.00585494,9.58583,-0.451368,-0.196867,1,0,0,0.000677152,0.0344416,2.40555,1.21952,1.2192,1163,1
-0.00441341,-0.428756,-0.00563804,12.9239,-0.349487,0.115169,1,0,0,0.000394306,0.019784,2.42022,1.21951,1.2192,1164,1
-0.00218813,-0.382389,-0.00453326,17.7473,-0.12704,-0.0519087,1,0,0,0.00015648,0.00858028,2.43121,1.2195,1.2192,1165,1
0,0,0,521.752,-0.0534329,-1.07622,1,0,0,0,2.22045e-16,2.4384,1.2195,1.2192,1166,1
-0.0714315,0.0394013,0.005031,-15.5582,-11.4418,0.563619,-0.75,-0.25,0,0.000923866,0.0324428,1.85055,1.23364,1.2192,1167,1
-0.0623213,0.0256816,0.00417236,-9.34234,-6.08448,0.324924,-1,0,0,0.00128544,0.0439378,1.86476,1.23339,1.2192,1168,1
-0.0555207,0.00545014,0.00344096,-5.77228,-2.50534,0.249048,-1,0,0,0.00163532,0.0614371,1.884,1.2332,1.2192,1169,1
-0.0498419,-0.0226142,0.00278138,-3.6989,-0.272863,0.189485,-1,0,0,0.00194656,0.0864123,1.90985,1.23305,1.2192,1170,1
-0.0450675,-0.0601035,0.00224153,-2.76965,0.891747,0.165801,-1,0,0,0.0022093,0.120793,1.94446,1.23291,1.2192,1171,1
-0.0412939,-0.109219,0.00188908,-2.80472,1.18913,0.196459,-1,0,0,0.00242323,0.167346,1.9907,1.23278,1.2192,1172,1
-0.0385685,-0.172568,0.00165499,-3.3673,0.922522,0.264326,-1,0,0,0.00259154,0.229897,2.05241,1.23264,1.2192,1173,1
-0.035862,-0.249,0.00124836,-3.79181,0.490769,0.307817,0,0,0,0.00268787,0.264129,2.13474,1.23247,1.2192,1174,1
-0.0314298,-0.324587,0.000412053,-3.60274,0.165581,0.286689,1,0,0,0.00262155,0.226513,2.21709,1.23232,1.2192,1175,1
-0.0256986,-0.382624,-0.000818671,-2.86341,-0.0270915,0.21829,1,0,0,0.00234179,0.163476,2.27887,1.23222,1.2192,1176,1
-0.0198808,-0.420484,-0.00227654,-1.68816,-0.147448,0.130016,1,0,0,0.00190975,0.116213,2.3252,1.23215,1.2192,1177,1
-0.0147788,-0.442722,-0.00379485,0.0553038,-0.222145,0.027828,1,0,0,0.00143562,0.0807895,2.35995,1.23211,1.2192,1178,1
-0.0105265,-0.451964,-0.00512791,3.21332,-0.314799,-0.0874153,1,0,0,0.00101476,0.0542658,2.38601,1.23208,1.2192,1179,1
-0.00717623,-0.448755,-0.00594059,9.50914,-0.424324,-0.197171,1,0,0,0.000679716,0.0344601,2.40556,1.23206,1.2192,1180,1
-0.0043853,-0.43081,-0.0057476,12.8854,-0.200471,0.114047,1,0,0,0.000396084,0.0198227,2.42022,1.23205,1.2192,1181,1
-0.00217131,-0.384957,-0.00464824,17.5747,-0.439556,-0.0508866,1,0,0,0.000158238,0.0086172,2.43122,1.23205,1.2192,1182,1
0,0,0,522.984,-0.937853,-1.06799,1,0,0,0,2.22045e-16,2.4384,1.23359,1.2192,1183,1
-0.0798238,0.0241329,0.00414355,-7.52418,-7.17996,0.352456,-0.25,-0.75,0,0.00111668,0.0433933,1.85054,1.24884,1.2192,1184,1
-0.0707552,0.0144361,0.0036054,-5.39469,-3.6387,0.276206,-0.75,-0.25,0,0.00139291,0.0533904,1.86487,1.24873,1.2192,1185,1
-0.0618813,-0.002673,0.00302492,-3.83523,-1.1813,0.209307,-1,0,0,0.00167672,0.0688327,1.88416,1.2486,1.2192,1186,1
-0.0537482,-0.028361,0.00248551,-2.81494,0.410938,0.161825,-1,0,0,0.00194707,0.0918992,1.91002,1.24848,1.2192,1187,1
-0.0469701,-0.0640024,0.00207424,-2.47392,1.18391,0.152907,-1,0,0,0.00218984,0.124815,1.94461,1.24836,1.2192,1188,1
-0.0419274,-0.111717,0.0018259,-2.7946,1.26836,0.194946,-1,0,0,0.00239687,0.170288,1.99082,1.24823,1.2192,1189,1
-0.038593,-0.174146,0.00165143,-3.44882,0.920302,0.267319,-1,0,0,0.00256677,0.232048,2.05251,1.2481,1.2192,1190,1
-0.0356617,-0.250196,0.00126151,-3.86882,0.477223,0.310377,0,0,0,0.00267098,0.265011,2.13481,1.24793,1.2192,1191,1
-0.0311797,-0.325779,0.000422744,-3.65652,0.159382,0.288156,1,0,0,0.00261374,0.22647,2.21714,1.24778,1.2192,1192,1
-0.0254611,-0.383964,-0.000813813,-2.9054,-0.0268776,0.219296,1,0,0,0.00234061,0.163456,2.27889,1.24768,1.2192,1193,1
-0.0196671,-0.422002,-0.00228279,-1.73206,-0.144625,0.129839,1,0,0,0.00191261,0.116208,2.32521,1.24762,1.2192,1194,1
-0.0145944,-0.444429,-0.00382061,0.0310724,-0.224264,0.0311995,1,0,0,0.00144018,0.0807974,2.35995,1.24757,1.2192,1195,1
-0.0103758,-0.453888,-0.00518312,3.17823,-0.313319,-0.0833732,1,0,0,0.00101902,0.054287,2.38601,1.24754,1.2192,1196,1
-0.00708401,-0.450928,-0.00603569,9.42351,-0.413559,-0.197422,1,0,0,0.000682629,0.0344997,2.40556,1.24753,1.2192,1197,1
-0.00432143,-0.433212,-0.00588271,12.8403,-0.0737422,0.113079,1,0,0,0.000398058,0.0198981,2.42022,1.24751,1.2192,1198,1
-0.00212241,-0.387877,-0.0048096,17.4911,-0.716023,-0.0511009,1,0,0,0.000160158,0.00868005,2.43122,1.24751,1.2192,1199,1
0,0,0,523.387,-1.72487,-1.0637,1,0,0,0,2.22045e-16,2.4384,1.24971,1.2192,1200,1
-0.0903522,0.0124915,0.00359173,-3.98457,-4.67687,0.297668,0,-1,0,0.0011568,0.053473,1.83962,1.26751,1.2192,1201,1
-0.0832625,0.00904167,0.00330258,-3.54319,-2.71137,0.247178,0,-1,0,0.00132341,0.0586299,1.85043,1.26763,1.2192,1202,1
-0.0745978,0.00100416,0.00294033,-2.97653,-1.06635,0.197207,-0.25,-0.75,0,0.00151823,0.0672831,1.86486,1.26762,1.2192,1203,1
-0.0651194,-0.0134109,0.00253775,-2.46232,0.251123,0.15332,-0.75,-0.25,0,0.00173328,0.0808165,1.8842,1.26755,1.2192,1204,1
-0.0558638,-0.0361291,0.00217101,-2.17578,1.12438,0.128743,-1,0,0,0.00195586,0.101467,1.91009,1.26747,1.2192,1205,1
-0.0479234,-0.069155,0.00191233,-2.29963,1.47481,0.140034,-1,0,0,0.0021713,0.132089,1.94469,1.26737,1.2192,1206,1
-0.042056,-0.114865,0.00177542,-2.84935,1.34972,0.194725,-1,0,0,0.00236629,0.17572,1.9909,1.26726,1.2192,1207,1
