U:0,U:1,U:2,nWall:0,nWall:1,nWall:2,nut,yWall,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
0.258928,0.548585,-0.430625,0,-1,0,0.00294722,0.13741,0.638003,1.35441,0.8128,0,0,1
0.265408,0.678165,-0.566671,0,-1,0,0.00315104,0.137682,0.621724,1.35469,0.8128,1,0,1
0.293645,0.597847,-0.434453,0,-1,0,0.00407848,0.18195,0.638077,1.3985,0.8128,2,0,1
0.283205,0.671917,-0.508394,0,-1,0,0.00444817,0.18217,0.621832,1.39873,0.8128,3,0,1
0.230966,0.38268,-0.24845,0,-1,0,0.00305947,0.137161,0.657348,1.35415,0.8128,4,0,1
0.293142,0.486154,-0.317123,0,-1,0,0.0039834,0.181741,0.65739,1.39828,0.8128,5,0,1
0.190557,0.213267,-0.0391971,0,-1,0,0.00335452,0.136956,0.680317,1.35393,0.8128,6,0,1
0.280931,0.35223,-0.163118,0,-1,0,0.00412587,0.181561,0.680332,1.39809,0.8128,7,0,1
0.150933,0.0752124,0.160068,0,-1,0,0.00366441,0.136797,0.707583,1.35375,0.8128,8,0,1
0.26057,0.219718,0.00933904,0,-1,0,0.00440915,0.181414,0.707579,1.39793,0.8128,9,0,1
0.112424,-0.0122282,0.290661,0,-1,0,0.00391181,0.136683,0.739957,1.35362,0.8128,10,0,1
0.231028,0.11032,0.163238,0,-1,0,0.00471383,0.181302,0.739942,1.3978,0.8128,11,0,1
0.0648817,-0.0551728,0.325791,0,-1,0,0.00417263,0.136609,0.77841,1.35353,0.8128,12,0,1
0.184819,0.0340999,0.259522,0,-1,0,0.00498927,0.181223,0.778391,1.3977,0.8128,13,0,1
0.0087412,-0.0671034,0.290907,0,-1,0,0.00448666,0.136571,0.8241,1.35346,0.8128,14,0,1
0.120055,-0.0103807,0.286392,0,-1,0,0.00527007,0.181175,0.824081,1.39763,0.8128,15,0,1
-0.0447063,-0.0607889,0.227419,0,-1,0,0.0048042,0.136567,0.878405,1.35341,0.8128,16,0,1
0.0478678,-0.0293032,0.262316,0,-1,0,0.0055701,0.181156,0.878388,1.39758,0.8128,17,0,1
-0.0865258,-0.0475016,0.163139,0,-1,0,0.00511777,0.136595,0.942961,1.35338,0.8128,18,0,1
-0.0147091,-0.0310351,0.214355,0,-1,0,0.0058891,0.181167,0.942949,1.39755,0.8128,19,0,1
-0.11259,-0.0346901,0.108726,0,-1,0,0.00547812,0.136635,1.01972,1.35336,0.8128,20,0,1
-0.0560085,-0.0258122,0.161635,0,-1,0,0.00627411,0.181189,1.01971,1.39752,0.8128,21,0,1
-0.123181,-0.02637,0.0653408,0,-1,0,0.00591966,0.136571,1.11098,1.35335,0.8128,22,0,1
-0.074523,-0.0218487,0.112406,0,-1,0,0.00678869,0.181137,1.11098,1.39751,0.8128,23,0,1
0.330853,0.356653,-0.0997789,0,-1,0,0.00530173,0.23639,0.70759,1.45234,0.8128,24,0,1
0.328661,0.459055,-0.223904,0,-1,0,0.00517142,0.236522,0.68036,1.45248,0.8128,25,0,1
0.323149,0.253613,0.0320498,0,-1,0,0.005557,0.236284,0.739942,1.45222,0.8128,26,0,1
0.298869,0.16341,0.144005,0,-1,0,0.00586283,0.236205,0.778384,1.45213,0.8128,27,0,1
0.251153,0.0924105,0.215214,0,-1,0,0.00617431,0.236153,0.824071,1.45206,0.8128,28,0,1
0.182898,0.0426424,0.240848,0,-1,0,0.00648828,0.236126,0.878378,1.452,0.8128,29,0,1
0.109451,0.0132175,0.229642,0,-1,0,0.0068215,0.236125,0.94294,1.45197,0.8128,30,0,1
0.0489906,-0.00169369,0.196222,0,-1,0,0.0072099,0.236136,1.0197,1.45194,0.8128,31,0,1
0.0120801,-0.0102643,0.152466,0,-1,0,0.00772921,0.236092,1.11097,1.45193,0.8128,32,0,1
0.380161,0.37186,-0.0668918,0,-1,0,0.00658666,0.30404,0.739953,1.51926,0.8128,33,0,1
0.36722,0.447473,-0.157887,0,-1,0,0.0064899,0.304136,0.707613,1.51937,0.8128,34,0,1
0.381015,0.290444,0.0267496,0,-1,0,0.00680216,0.303966,0.778387,1.51918,0.8128,35,0,1
0.362976,0.212337,0.106505,0,-1,0,0.0070906,0.303913,0.82407,1.51911,0.8128,36,0,1
0.322569,0.143755,0.160933,0,-1,0,0.00742132,0.303883,0.878375,1.51906,0.8128,37,0,1
0.264596,0.0882093,0.186505,0,-1,0,0.00778245,0.303874,0.942936,1.51902,0.8128,38,0,1
